comfort_reward,energy_reward,indoor_temp,action
-0.0,-76.00235584380772,21.9939645607557,22.0
-0.0,-105.90920977297999,22.99406937996404,23.0
-0.0,-122.7449261682915,23.99377221541144,24.0
-0.0,-110.4971026089852,24.31382853828428,24.32117877820239
-0.0,-121.4010781830425,24.89023596621174,24.90201408518882
-0.0,-100.5169776781333,24.77425055408499,24.77487808285686
-0.0,-47.43496877690735,24.00438890936515,23.99821384525915
-0.0,-73.79402019130441,23.95601487972614,23.95735493424689
-0.0,-143.9127982396265,25.62737460792069,25.78783216281573
-0.0,-38.52485762166178,23.55256345566953,23.51418593840722
-0.0,-102.76873551533559,25.04613438122729,25.06047171752896
-0.0,-107.3803250859083,25.27285372671531,25.27552968962604
-0.0,-37.02045925997862,23.73194883956447,23.70248713450512
-0.0,-24.456571532665098,23.00307457845234,22.97407373394659
-0.0,-105.0704820563473,24.40645276518417,24.44596471744245
-0.0,-50.31308977277736,23.9877369619282,23.98202849963495
-0.0,-84.27439650216861,24.35902082630304,24.36649540763828
-0.0,-82.14162261163949,24.61241221705305,24.62463307211328
-0.0,-78.51212017660121,24.67223652224617,24.6763206663381
-0.0,-76.14597060829422,24.69685399707654,24.69893324048216
-0.0,-98.92447589787236,25.17059719903879,25.17873745370323
-0.0,-60.92938997006482,24.7636210896059,24.75808992252449
-0.0,-78.18311961348432,24.80121665596969,24.80387790603025
-0.0,-72.22140685209713,24.91541952720432,24.92095442650935
-0.0,-43.61853511517165,24.64159861149885,24.63073879199302
-0.0,-29.115405175428,24.20290534593408,24.19658991093346
-0.0,-15.24001100153113,23.36830338897689,23.33649184047478
-0.0,-32.09247683772694,23.87540156832046,23.88474504735182
-0.0,-67.41192750467044,24.66166591386429,24.66845331807176
-0.0,-24.95139911108042,24.48773370130796,24.48064217898298
-0.0,-89.80962700742204,25.78634982744114,25.81678651512171
-0.0,-34.26236438415883,23.82826749982448,23.79221643204503
-2.7,-0.9027554293824841,23.8244898055592,23.82688480789529
-2.7,-2.99709984214754,24.85507432181377,24.86553298435968
-2.7,-11.27420420078898,24.6598587722422,24.62184851957403
-2.7,-13.907242179164541,25.04554744771452,25.10829871967857
-2.7,-8.83296460689411,24.52716682523626,24.44275025645357
-2.7,-8.752955272787581,24.16117383154535,24.10185451468614
-2.7,-14.050016213445991,25.29406885630701,25.35133237578194
-2.7,-11.492503307987441,23.92180991488576,23.85362755931673
-2.7,-6.770702155211564,23.81360767721102,23.79686621024003
-2.7,-6.1832205575646695,24.02255461593526,24.10659409024307
-2.7,-13.656012114456042,23.22125990204676,23.15594250806535
-2.7,-10.448349015786311,24.47109571878918,24.53419874786209
-2.7,-8.151362629922007,24.63607721574627,24.66082534308046
-2.7,-5.697951643552609,24.36722929976014,24.26060444270081
-2.7,-9.693461604015942,24.82765945821006,24.89695778301165
-2.7,-8.0234178938884,24.13217894865143,24.07909787256148
-2.7,-10.582817986288571,25.1507768139568,25.21084895904552
-2.7,-11.85788245674011,25.73717236618001,25.7717469232478
-2.7,-7.738046176764742,23.88890428120892,23.79802433982979
-2.7,-12.718924704824712,25.39725995729904,25.45341291727729
-2.7,-6.152354602105162,24.28954532216512,24.19197864781029
-2.7,-7.452721661511694,24.26884810107116,24.29429582070643
-2.7,-11.64632809997302,25.06916370268388,25.13094942717079
-2.7,-13.090261151097149,25.58432514106219,25.66190595867537
-2.7,-11.181367949974971,25.35599542508139,25.31901160048072
-2.7,-12.521468089844381,24.42649658147987,24.34964514368656
-2.7,-7.291008585185903,24.49224710471777,24.50257868374064
-2.7,-13.49227001810601,23.66689137325633,23.59924354077581
-2.7,-7.920910716243165,23.68989569483692,23.69334713208393
-2.7,-10.472846018011401,24.5664383482788,24.63967453521444
-2.7,-7.31173585185771,24.52726632742195,24.48445080643834
-2.7,-9.91604957965472,24.61743023064077,24.65401717946246
-2.7,-13.06763959995078,25.04839221748563,25.11882367521176
-2.7,-13.467771314167921,24.03227749778042,23.94820764125606
-2.7,-15.621429073021881,25.30208036383844,25.3664396822383
-2.7,-12.337850626758161,23.53331567244534,23.4309560455877
-2.7,-9.249070826913773,23.99955044907761,24.07525586307657
-2.7,-9.615643576078973,23.88946013507583,23.82642148562066
-2.7,-7.5552576696047575,23.79305221029364,23.75405357271451
-2.7,-10.65620646244251,24.22330699680094,24.29353465312488
-2.7,-19.45857827264698,24.60038400024665,24.66184947771836
-2.7,-18.47031233500732,24.53428945020931,24.49172929160364
-2.7,-22.45738621415721,25.07811707489463,25.16663761722887
-2.7,-21.867573703525007,25.1965334784019,25.2278958657999
-2.7,-19.25824071928415,23.61224980149231,23.52374995300307
-2.7,-14.71997623479569,23.08677956618302,23.00111661926853
-2.7,-18.38239333049013,23.36779820246465,23.41355261820681
-2.7,-18.23471179395388,23.44435295682861,23.46851715350534
-2.7,-22.564123624269374,24.32117460805755,24.46922059483906
-2.7,-21.65656957012787,24.39022643949231,24.36447507241617
-2.7,-23.60098369605781,24.68182452160274,24.79964155094543
-2.7,-9.516237570079628,24.96972310518876,24.96927125781906
-0.0,-75.9937771846955,24.98492277297182,24.9829276984522
-0.0,-27.38852107281296,23.42999349036439,23.40073376532481
-0.0,-95.55612983121222,24.9910446301677,25.04829263902096
-0.0,-104.6794285048558,25.36888530216788,25.37048348383478
-0.0,-31.60528805049466,23.88495167343478,23.85718456759077
-0.0,-104.5709370252919,25.32949895567036,25.38413837236997
-0.0,-113.32157993236821,25.75721707586213,25.76005183619727
-0.0,-22.035501078131528,23.03879589661684,22.88488552854197
-0.0,-113.4703560827454,24.68591019260686,24.7628875786177
-0.0,-89.6091384420618,24.88265089653473,24.88412102241572
-0.0,-29.497192819772522,23.63049788310629,23.60760081649988
-0.0,-67.1283537611573,24.23611708649707,24.24874007240977
-0.0,-22.63852674453907,23.31764323722688,23.29360393422333
-0.0,-125.6651096049277,25.44191982248852,25.64966169327463
-0.0,-63.86283242403947,24.62509029889218,24.61714015477476
-0.0,-97.3787403917484,24.95106266781545,24.95675164933358
-0.0,-86.07700483214612,25.05064589245334,25.05510489616749
-0.0,-47.01481410892449,24.34456772265577,24.33672681977118
-0.0,-129.0915833516786,25.5758844701902,25.6301815778594
-0.0,-46.635893637666605,24.12356634285994,24.08908058108117
-0.0,-86.04142212474854,24.69235621415575,24.70748689606538
-0.0,-46.97799754397843,24.07685231000794,24.06210586969316
-0.0,-32.46785101469233,23.52607315758962,23.51294141935415
-0.0,-114.09240635201,24.7116921528042,24.72053158266296
-0.0,-119.074981588647,25.33387094733483,25.34890417895978
-0.0,-40.44818235862988,23.60566410517381,23.5775470814797
-0.0,-89.87345365502001,24.50622736263941,24.51989444554796
-0.0,-123.3853559752207,25.21508259859937,25.22496448331852
-0.0,-69.466833566057,24.49581703642751,24.48567875966667
-0.0,-76.93338733423423,24.23435253136013,24.21602075772335
-0.0,-127.8726994023693,25.24952829465348,25.25788342254805
-0.0,-52.98265728785233,24.20255597170018,24.18420071590648
-0.0,-138.1263889308837,25.84673083901683,26.00404110659492
-0.0,-49.298932569634346,24.31162377013541,24.2775169191281
-0.0,-96.8040868919049,24.55757623991636,24.58031703755864
-0.0,-44.34492610289658,24.45531975675756,24.44850443691305
-0.0,-105.5363808758902,25.67255550948152,25.70314150670017
-0.0,-58.101077756820125,25.24551148582147,25.23513893969577
-0.0,-63.94314721419167,25.31295556254195,25.31801917828632
-0.0,-27.5567715918538,24.62771335638211,24.61897487461778
-0.0,-50.306659151045416,25.01854421910399,25.02912700361273
-0.0,-20.45604183831349,23.53399070343932,23.50582066425792
-0.0,-77.12685288101841,25.20571249470525,25.29405317537741
-0.0,-21.274100952186767,24.7237939762831,24.71499806837084
-2.7,-1.268625424741232,24.00098741926616,23.97108295620238
-2.7,-1.101549604034308,23.8318301804823,23.80923716789469
-2.7,-1.359448340902517,24.49615061547912,24.5073352304627
-2.7,-1.4612863633076878,24.31356807932344,24.27279029319059
-2.7,-1.354702535190241,24.77238997292446,24.79803473364449
-2.7,-13.4891060700619,25.4121310809024,25.51604887161865
-2.7,-15.077918375888672,25.92153284267716,26.00438408539092
-2.7,-12.17482811923611,23.29879556820924,23.00429175243135
-2.7,-8.510990954513312,23.56460315354539,23.58681054857254
-2.7,-10.195465748986,24.56711765950855,24.65087494300424
-2.7,-11.51015991234145,25.10683419600734,25.194640641726
-2.7,-3.444758275827403,23.90205191198593,23.85695856639135
-2.7,-6.03604163592854,24.14930728608007,24.186467936669
-2.7,-5.78332306973106,24.14122876637418,24.12980214300808
-2.7,-7.803546424374681,24.49188650879105,24.54465388477524
-2.7,-11.47284864959159,25.14394800008753,25.24174424983087
-2.7,-6.405711599257797,24.90310866525498,24.87575160714218
-2.7,-5.195037905011337,24.02959381945395,23.97839094108661
-2.7,-10.50365772988994,25.17417974759009,25.21499488507283
-2.7,-5.351476987587997,24.15740903616014,24.08466088704612
-2.7,-5.920923519257125,23.78617986409542,23.73092854833449
-2.7,-15.11915079216144,25.43441305147145,25.53423114853432
-2.7,-5.903815589446354,24.57006505002521,24.50148752085838
-2.7,-6.0253585539047165,24.06167131680217,23.98580668030208
-2.7,-9.910745232073841,24.77942160748067,24.83954508868061
-2.7,-10.62881438775488,23.44360766246982,23.37672454096781
-2.7,-5.777018286204659,23.84609299354283,23.91193185385397
-2.7,-16.54377241560952,25.56442492660622,25.71794090236167
-2.7,-7.050508544629353,24.52458057675253,24.43789865044573
-2.7,-10.52288636220441,23.34210326769952,23.28304618788025
-2.7,-14.14425068876417,25.06724023563518,25.14808417481099
-2.7,-10.40601127945688,25.06254332533158,25.06203969940821
-2.7,-10.12600509573305,24.10439825944546,24.02460697695359
-2.7,-15.308704286049043,25.35131945039603,25.41416663893675
-2.7,-10.6906992926466,25.0054669290847,24.94929667607878
-2.7,-10.92544174449858,24.03629722661377,23.95545723952539
-2.7,-9.998594176288607,24.42938559942528,24.49353565325215
-2.7,-10.58956070059109,23.35516084160693,23.30126486843934
-2.7,-15.839292224023902,24.95560581474754,25.06178492157473
-2.7,-9.287361244666242,24.07855015507047,23.99490103623747
-2.7,-18.34159085333977,24.24818675467906,24.2757989384591
-2.7,-24.3147577542151,25.51796502180788,25.74716554632511
-2.7,-17.270799335570313,24.24364994778538,24.12171514186253
-2.7,-23.930542993087325,25.31575878025136,25.54552429496277
-2.7,-17.17718710735788,23.41155080289722,23.34712125328984
-2.7,-18.83515105433556,23.50632444461597,23.52171968549676
-2.7,-20.93458739724938,24.08658258133403,24.198459600444
-2.7,-6.446939693416544,24.74360625943068,24.74400166054795
-2.7,-1.6649431236165493,23.50724443783311,23.47438554251983
-2.7,-9.471059460116663,25.09438386006718,25.14837147008985
-2.7,-5.616334321922258,25.00869383974373,25.00646571260273
-2.7,-3.3672324571227352,24.47206833464986,24.46250699924067
-0.0,-63.557373927600345,24.92726852126524,24.93523417564156
-0.0,-74.61542342276151,25.17449360892767,25.18459900545514
-0.0,-57.95045066733681,24.86097522686143,24.85547449902027
-0.0,-25.614841093906648,23.83065157845739,23.80736562273638
-0.0,-110.3469082940028,25.48951847350853,25.59017246534818
-0.0,-45.41208280549544,25.19037429356718,25.17018150581869
-0.0,-33.30843621747863,24.07596417775103,24.05021975658035
-0.0,-75.94644686034363,24.26481561616472,24.27922636633828
-0.0,-37.03147289894322,24.04271456552905,24.03005706861666
-0.0,-115.8392622727176,25.07523825110329,25.08277158170507
-0.0,-29.621316134767362,23.3748954657771,23.34800126452648
-0.0,-110.4735823245198,24.93446589910214,24.98974165534455
-0.0,-42.7691569294386,23.99007898597205,23.97785874538072
-0.0,-96.47787865582904,24.59385136090114,24.60891571002352
-0.0,-60.56890910168857,24.4431134031481,24.43294789653904
-0.0,-120.9614766422872,25.28718627337051,25.29804062771993
-0.0,-104.37078685827629,25.31624212598588,25.31747048815905
