,comfort reward,energy reward
0,-0.0,-1.5248689534142459
1,-0.0,-32.740785201829205
2,-0.0,-80.85589026727632
3,-0.0,-4.519982935158357
4,-0.0,-2.033701243884307
5,-0.0,-84.36364441236101
6,-0.0,-1.8317226405267748
7,-0.0,-1.7271578869023572
8,-0.0,-1.5248689534142459
9,-0.0,-1.5248689534142459
10,-0.0,-92.00153755592295
11,-0.0,-32.073022663824375
12,-0.0,-1.5248689534142459
13,-0.0,-1.5248689534142459
14,-0.0,-23.73445060648612
15,-0.0,-1.5248689534142459
16,-0.0,-1.5248689534142459
17,-0.0,-35.71373726490082
18,-0.0,-15.64481488288382
19,-0.0,-2.155812796135368
20,-0.0,-1.800257408434689
21,-0.0,-1.5248689534142459
22,-0.0,-1.5248689534142459
23,-0.0,-1.5248689534142459
24,-0.0,-35.011677501709144
25,-0.0,-5.51697839395382
26,-0.0,-12.29293840751619
27,-0.0,-2.1698828267517722
28,-0.0,-2.169882806032925
29,-0.0,-2.169882806032925
30,-0.0,-2.169882806032925
31,-0.0,-2.169882806032925
32,-3.7054994811178488,-3.0499995300421228
33,-2.7,-1.02412540262672
34,-4.376655140658082,-8.204958856143985
35,-4.499806274830424,-5.755574636308275
36,-3.8752609041725017,-4.155845420966219
37,-3.51118109397654,-4.451830489348714
38,-3.2247020268637185,-4.348373940292952
39,-2.9505886140224904,-4.474780329902563
40,-3.2687599671315346,-6.059849285634873
41,-2.7010194954521425,-4.463502150367826
42,-4.224416535639537,-9.658820740436534
43,-2.9389080288435325,-4.698903759442485
44,-2.7,-4.109152960239229
45,-2.7,-4.144706963216563
46,-2.7,-4.313524991301637
47,-2.7,-4.221196789591399
48,-2.7,-3.628420423693178
49,-2.7,-3.6224730463112995
50,-2.7,-3.6146969727471014
51,-2.7,-3.59292727556501
52,-2.7,-4.21114732319666
53,-2.7,-4.21093459215126
54,-2.7,-4.231131898649479
55,-2.7,-4.255397485120776
56,-2.7,-4.641827986443468
57,-4.157144389061962,-17.7641764426274
58,-2.7,-4.312821892541226
59,-2.7,-4.64267621884502
60,-2.7,-4.473528947957371
61,-3.7956068679669848,-9.935417272218428
62,-2.7,-4.394903405886715
63,-2.7,-4.522255629312663
64,-2.7,-4.501031868721156
65,-4.282353642396671,-18.67256072884486
66,-3.001755149277822,-4.268232572390298
67,-4.1874072367449395,-8.216764314840237
68,-4.003108772981651,-5.251063106612139
69,-3.3439746430328934,-4.297369513282432
70,-3.2201340151643465,-4.352812763975123
71,-3.246229057795613,-4.661268889532774
72,-4.470774011078739,-17.991341693250952
73,-4.600342120819536,-5.518301961548505
74,-4.90519030134699,-5.372882026059451
75,-5.313867867631855,-5.2564418705468325
76,-4.538873965729809,-11.99838380634078
77,-6.008117589513447,-5.019186116905669
78,-6.707343438801394,-4.9080598219135085
79,-4.5716373091786675,-17.25416822856188
80,-6.665069173564025,-4.84781107168724
81,-7.597873304755399,-4.719719470527
82,-8.06559307503743,-4.598521083317137
83,-6.1124530744054075,-3.6263789826311195
84,-0.0,-2.4407117351391947
85,-0.0,-1.5248689534142459
86,-0.0,-1.5248689534142459
87,-0.0,-29.19569358965552
88,-0.0,-1.5248689534142459
89,-0.0,-1.5248689534142459
90,-0.0,-1.5248689534142459
91,-0.0,-97.35157685359664
92,-0.0,-1.5248689534142459
93,-0.0,-1.5248689534142459
94,-0.0,-1.5248689534142459
95,-0.0,-1.5248689534142459
96,-0.0,-1.5248689534142459
97,-0.0,-106.467929645936
98,-0.0,-60.471990137122724
99,-0.0,-1.5248689534142459
100,-0.0,-1.5248689534142459
101,-0.0,-1.5248689534142459
102,-0.0,-105.41348068936101
103,-0.0,-47.39148565969266
104,-0.0,-1.5248689534142459
105,-0.0,-89.29775416152806
106,-0.0,-44.73281280268684
107,-0.0,-1.5248689534142459
108,-0.0,-1.5248689534142459
109,-0.0,-104.779793496562
110,-0.0,-1.5248689534142459
111,-0.0,-1.5248689534142459
112,-0.0,-1.551330146509153
113,-0.0,-122.9048384931731
114,-0.0,-81.09727520375888
115,-0.0,-1.5248689534142459
116,-0.0,-1.5248689534142459
117,-0.0,-105.9086621051949
118,-0.0,-1.5248689534142459
119,-0.0,-1.5248689534142459
120,-0.0,-1.5248689534142459
121,-0.0,-28.67401601728583
122,-0.0,-55.1977022651254
123,-0.0,-1.5248689534142459
124,-0.0,-1.5248689534142459
125,-0.0,-4.725891109710926
126,-0.0,-1.5248689534142459
127,-0.0,-1.5248689534142459
128,-4.166747388359891,-0.15309177225518972
129,-2.914180436586077,-0.2026179831848276
130,-2.7,-0.1524868953414246
131,-2.7,-0.20944105350296113
132,-2.7,-0.49361364055072393
133,-2.7,-5.412985956523215
134,-2.7,-4.326089706398241
135,-2.7,-4.500041849789741
136,-2.7,-4.456779312700586
137,-2.7,-4.6558445861343145
138,-2.7,-4.807489266186376
139,-2.7,-0.4227529957225153
140,-2.7,-4.260435234958399
141,-3.8022849940092303,-8.496795883034546
142,-2.7,-4.528814541595686
143,-2.7,-4.514657779092353
144,-2.7997793926222676,-5.561570594115118
145,-2.7,-3.339676419251287
146,-2.7,-3.4052216776575763
147,-2.7,-3.4650285864995927
148,-4.839634613188206,-10.25551226989995
149,-2.7,-4.132733848148028
150,-2.7,-4.248818536526598
151,-2.7,-4.329079963928026
152,-2.7,-4.794414690421572
153,-2.7,-4.863817256922964
154,-4.152473485874243,-11.492014113137962
155,-2.7,-4.670848318680624
156,-2.7,-5.1922982977346415
157,-2.7,-4.858483669198886
158,-3.66391519402115,-7.6857161509034055
159,-2.7,-4.902632940355518
160,-2.7,-4.818889351283963
161,-2.7,-5.308781788664285
162,-3.689627921588266,-7.4828449004746345
163,-2.7525050026503997,-4.583583835008005
164,-4.411565765515783,-12.709859080870572
165,-3.3357952154666726,-4.456069235867797
