,comfort_reward,energy_reward,indoor_temp,action
0,-0.0,-76.00235584380772,21.9939645607557,26.0
1,-0.0,-105.90920977297999,22.99406937996404,27.0
2,-0.0,-122.7449261682915,23.99377221541144,28.0
3,-0.0,-98.21201053579074,23.99781676869777,28.0
4,-0.0,-88.29131488005574,23.9969419200593,28.0
5,-0.0,-77.6385769901479,23.99691678279305,28.0
6,-0.0,-74.21723982264898,23.99696692537309,28.0
7,-0.0,-70.76017053268873,23.99703133940983,28.0
8,-0.0,-68.3152906441852,23.99792949086755,28.0
9,-0.0,-67.04338018169365,23.99881821521618,28.0
10,-0.0,-66.10434733378021,23.99952437344166,28.0
11,-0.0,-65.55469822370887,24.00004619485088,28.0
12,-0.0,-65.13907460746536,23.99962813578374,28.0
13,-0.0,-64.9121137325811,23.99920778717348,28.0
14,-0.0,-64.74260589565317,23.99887455450552,28.0
15,-0.0,-64.72035261390275,23.99862468628361,28.0
16,-0.0,-63.32891473857161,23.99877116273225,28.0
17,-0.0,-62.21740443146236,23.99892549183748,28.0
18,-0.0,-61.82533786062719,23.99921618380184,28.0
19,-0.0,-59.50012162462972,23.99953131509833,28.0
20,-0.0,-58.3555638022003,23.99951444838973,28.0
21,-0.0,-57.57482932014965,23.9995088070563,28.0
22,-0.0,-55.70002624786825,23.99962462058448,28.0
23,-0.0,-53.875585782427706,23.99972788752483,28.0
24,-0.0,-49.953827516899786,23.99956529063278,28.0
25,-0.0,-46.19264063126521,23.99940846307035,28.0
26,-0.0,-39.57547691639126,23.99940722379597,28.0
27,-0.0,-34.82790193821988,23.99947027420088,28.0
28,-0.0,-29.42777820982255,23.99961060383603,28.0
29,-0.0,-27.35929372133679,23.99980840448637,28.0
30,-0.0,-25.362287092004422,23.99986546997526,28.0
31,-0.0,-23.40143646208855,23.99991473279677,28.0
32,-2.7,-0.34025338110837156,24.33556254104445,27.99999999999999
33,-2.7,-0.4779880942920344,24.73077854804091,27.99999999999999
34,-2.7,-7.950290178085574,24.02923620403011,27.99999999999999
35,-2.7,-7.942699329887424,24.00132096010781,27.99999999999999
36,-2.7,-6.178633191699245,23.99986573194184,27.99999999999999
37,-2.7,-6.0509367829931735,23.99958597483957,27.99999999999999
38,-2.7,-5.931351336921506,23.99952344696766,27.99999999999999
39,-2.7,-5.8371460989281045,23.99951608854918,27.99999999999999
40,-2.7,-5.729006125833231,23.99949855713107,27.99999999999999
41,-2.7,-5.662556410716644,23.99947420364594,27.99999999999999
42,-2.7,-5.64892533659609,23.99945279465596,27.99999999999999
43,-2.7,-5.648032732068263,23.99943907030975,27.99999999999999
44,-2.7,-4.899567754017843,23.99942346868379,27.99999999999999
45,-2.7,-4.835447533320162,23.99946186962092,27.99999999999999
46,-2.7,-4.852710086501453,23.99959769027999,27.99999999999999
47,-2.7,-4.86449914678494,23.99962186658823,27.99999999999999
48,-2.7,-4.301978053680269,24.07096673796594,27.99999999999999
49,-2.7,-4.364268663187048,24.11839564533583,27.99999999999999
50,-2.7,-4.333509354535628,24.12514575922268,27.99999999999999
51,-2.7,-4.3193402671348675,24.11931898664923,27.99999999999999
52,-2.7,-4.833423740565088,24.01550384929862,27.99999999999999
53,-2.7,-4.863172572937995,24.00165243986631,27.99999999999999
54,-2.7,-4.8641950728676315,23.99980919824169,27.99999999999999
55,-2.7,-4.8621521708668265,23.99963425418201,27.99999999999999
56,-2.7,-5.539712966055675,23.99974124439468,27.99999999999999
57,-2.7,-5.741489457931488,23.99965083674828,27.99999999999999
58,-2.7,-5.8982252516491,23.99966331379692,27.99999999999999
59,-2.7,-6.071070798559901,23.99958167531265,27.99999999999999
60,-2.7,-6.324766082314098,23.99955529996163,27.99999999999999
61,-2.7,-6.349624775528398,23.99956660397855,27.99999999999999
62,-2.7,-6.38278399282034,23.99956596907683,27.99999999999999
63,-2.7,-6.418087348180329,23.99956499955192,27.99999999999999
64,-2.7,-7.02363130998303,23.99950234363341,27.99999999999999
65,-2.7,-7.2701828827243915,23.99949763037394,27.99999999999999
66,-2.7,-7.380631227745862,23.999513682428,27.99999999999999
67,-2.7,-7.6133408376357705,23.99954833168315,27.99999999999999
68,-2.7,-7.772474568636607,23.99957660963343,27.99999999999999
69,-2.7,-7.927885100703422,23.99960705720722,27.99999999999999
70,-2.7,-8.129015762494264,23.99964553002337,27.99999999999999
71,-2.7,-8.333946083757226,23.99968675907959,27.99999999999999
72,-2.7,-15.190693118982272,24.00000434411974,27.99999999999999
73,-2.7,-16.30443784156487,24.00006857357431,27.99999999999999
74,-2.7,-16.94921154249141,24.00012979262599,27.99999999999999
75,-2.7,-17.7536799058675,24.00018096366108,27.99999999999999
76,-2.7,-20.41944311387819,24.00028221852818,27.99999999999999
77,-2.7,-20.480894768161846,24.00021710698368,27.99999999999999
78,-2.7,-20.581226656702952,24.00019215056192,27.99999999999999
79,-2.7,-20.644031351851762,24.00019375955269,27.99999999999999
80,-2.7,-21.18613565957041,24.00019970471549,27.99999999999999
81,-2.7,-21.285093426402693,24.00018105884323,27.99999999999999
82,-2.7,-21.34396162088207,24.00018485156976,27.99999999999999
83,-2.7,-5.545970307185289,24.00048853914167,27.99999999999999
84,-0.0,-39.02178619032233,24.00166182661251,27.99999999999999
85,-0.0,-50.22020160951195,24.00184598203045,27.99999999999999
86,-0.0,-51.44897145736741,24.00179949225575,27.99999999999999
87,-0.0,-54.66724496123769,24.00173661295399,27.99999999999999
88,-0.0,-55.64042007640846,24.00150051607152,27.99999999999999
89,-0.0,-56.56961196027744,24.00128917991306,27.99999999999999
90,-0.0,-57.37472496921007,24.00110509633406,27.99999999999999
91,-0.0,-58.14059249961164,24.00094637865128,27.99999999999999
92,-0.0,-58.9452723030357,24.00080803231819,27.99999999999999
93,-0.0,-59.710275165445246,24.00068800209825,27.99999999999999
94,-0.0,-60.428064941606095,24.00058439950607,27.99999999999999
95,-0.0,-61.09915104433554,24.00049538285485,27.99999999999999
96,-0.0,-61.63472568028353,24.0004233078108,27.99999999999999
97,-0.0,-62.114692868802656,24.00036209132001,27.99999999999999
98,-0.0,-62.54820976670209,24.0003097950324,27.99999999999999
99,-0.0,-62.94089002311473,24.00026516622555,27.99999999999999
100,-0.0,-65.0618788448621,24.00036411864801,27.99999999999999
101,-0.0,-67.2226618129317,24.00045263280383,27.99999999999999
102,-0.0,-69.42938675634863,24.00051658732124,27.99999999999999
103,-0.0,-71.68132096878267,24.00056040511554,27.99999999999999
104,-0.0,-72.1352811365283,24.00047458013539,27.99999999999999
105,-0.0,-72.57786718050282,24.00039734115992,27.99999999999999
106,-0.0,-72.99652632048807,24.00033999102849,27.99999999999999
107,-0.0,-73.39041200802085,24.00029608071275,27.99999999999999
108,-0.0,-74.70607091317638,24.00023856259038,27.99999999999999
109,-0.0,-76.03509402670093,24.00019114041161,27.99999999999999
110,-0.0,-77.3664320086205,24.00015495282185,27.99999999999999
111,-0.0,-78.70160250655705,24.00012793741152,27.99999999999999
112,-0.0,-79.16513890578766,24.00025003624401,27.99999999999999
113,-0.0,-79.6084391528455,24.0003608376423,27.99999999999999
114,-0.0,-80.03896688234731,24.00044541991919,27.99999999999999
115,-0.0,-76.03961185109901,24.00050282840425,27.99999999999999
116,-0.0,-73.63909978285072,24.00042339126472,27.99999999999999
117,-0.0,-71.59880600093838,24.00035493877444,27.99999999999999
118,-0.0,-62.46893707676593,24.00030168924618,27.99999999999999
119,-0.0,-53.01682417280004,24.00026166770514,27.99999999999999
120,-0.0,-44.55778790995585,24.0001095545414,27.99999999999999
121,-0.0,-42.07717178200524,23.99999280950848,27.99999999999999
122,-0.0,-40.07538899828514,23.99994400150476,27.99999999999999
123,-0.0,-37.87603902047159,23.99991446181744,27.99999999999999
124,-0.0,-33.969558726927886,23.99989318680203,27.99999999999999
125,-0.0,-30.323041833884123,23.99988142717751,27.99999999999999
126,-0.0,-26.68773855872807,23.99987850199292,27.99999999999999
127,-0.0,-23.52237950290264,23.99980078750514,27.99999999999999
128,-2.7,-0.17812265053741524,24.17905363009213,27.99999999999999
129,-2.7,-0.19091972945681301,24.53681045421538,27.99999999999999
130,-2.7,-0.1926520696051441,25.02310420555904,27.99999999999999
131,-2.7,-0.2633047045090127,25.42103446135578,27.99999999999999
132,-2.8111540892553535,-0.529512217483544,26.06175227180853,27.99999999999999
133,-2.7,-4.973395789617871,23.97984248214316,26.99999999999999
134,-2.7,-4.783401388007556,23.75956805226602,26.99999999999999
135,-2.7,-4.777064629668289,23.73093162376809,26.99999999999999
136,-2.7,-4.666590980505964,23.63148372540287,26.99999999999999
137,-2.7,-4.582509746767458,23.60668739804589,26.99999999999999
138,-2.7,-4.516043928140853,23.6027807174937,26.99999999999999
139,-2.7,-0.514596588044029,25.44416541984412,26.99999999999999
140,-2.7,-4.380487075349311,24.0471109862566,26.99999999999999
141,-2.7,-4.338218875712127,23.88041716420282,26.99999999999999
142,-2.7,-4.301348109785129,23.8939800129144,26.99999999999999
143,-2.7,-4.322584966193713,23.86043733407091,26.99999999999999
144,-2.7,-3.5208504282538873,24.0375235743936,26.99999999999999
145,-2.7,-3.526666575021902,24.16675650149268,26.99999999999999
146,-2.7,-3.5563355572173485,24.22952745087509,26.99999999999999
147,-2.7,-3.583152677692718,24.276256885083,26.99999999999999
148,-2.7,-4.474923786319989,24.05177405842165,26.99999999999999
149,-2.7,-4.473674283970007,23.96139872570887,26.99999999999999
150,-2.7,-4.4862855685910255,23.98529486959002,26.99999999999999
151,-2.7,-4.517699546363227,24.02222943765116,26.99999999999999
152,-2.7,-4.992777900411512,23.96508428183453,26.99999999999999
153,-2.7,-5.037264287036916,23.92730836020156,26.99999999999999
154,-2.7,-5.052348239135636,23.92377275050231,26.99999999999999
155,-2.7,-5.06659419484947,23.92613668595017,26.99999999999999
156,-2.7,-5.083666457065372,23.88227260967152,26.99999999999999
157,-2.7,-5.098245213865778,23.84758236193505,26.99999999999999
158,-2.7,-5.100312308278619,23.82722346558493,26.99999999999999
159,-2.7,-5.096212009434494,23.82734271106445,26.99999999999999
160,-2.7,-5.067283816825531,23.72345647424032,26.99999999999999
161,-2.7,-5.0609221464905225,23.63952407658473,26.99999999999999
162,-2.7,-5.007607300715223,23.56312436803845,26.99999999999999
163,-2.7,-4.9295667894091055,23.45501206036012,26.99999999999999
164,-2.7,-4.895289417392896,23.34577356938102,26.99999999999999
165,-2.7,-4.835876913304678,23.23971589687331,26.99999999999999
166,-2.7,-4.778203962620999,23.10337313848009,26.99999999999999
167,-2.7,-4.828899389663666,23.02347168025527,26.99999999999999
168,-2.7,-10.248965411671758,23.00077151556908,26.99999999999999
169,-2.7,-11.88155041695353,23.00010423963591,26.99999999999999
170,-2.7,-12.781138217448222,23.00000477673628,26.99999999999999
171,-2.7,-13.73330508458479,23.00000547935639,26.99999999999999
172,-2.7,-16.58258264557686,23.00004981337268,26.99999999999999
173,-2.7,-17.480476897546733,23.00002373558326,26.99999999999999
174,-2.7,-17.77282733515576,23.00001374242388,26.99999999999999
175,-2.7,-0.562681579724264,23.02958677246597,26.99999999999999
