Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Total Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1)
22.75,67.75,3.525,572.5,0.0
23.3,66.0,3.0,546.0,0.0
23.725,64.5,3.0,519.5,0.0
24.15,63.0,3.0,493.0,0.0
24.575,61.5,3.0,542.5,0.0
25.0,60.0,3.0,592.0,0.0
25.4,58.25,3.0,641.5,0.0
25.8,56.5,3.0,691.0,0.0
26.2,54.75,3.0,635.0,0.0
26.6,53.0,3.0,579.0,0.0
26.475,53.25,3.4,523.0,0.0
26.35,53.5,3.8,467.0,0.0
26.225,53.75,4.199999999999999,439.0,0.0
26.1,54.0,4.6,411.0,0.0
26.5,52.0,4.725,383.0,0.0
26.9,50.0,4.85,355.0,0.0
27.3,48.0,4.975,437.5,0.0
27.7,46.0,5.1,520.0,0.0
27.7,46.0,4.85,602.5,0.0
27.7,46.0,4.6,685.0,0.0
27.7,46.0,4.35,632.0,0.0
27.7,46.0,4.1,579.0,0.0
27.7,46.0,4.225,526.0,0.0
27.7,46.0,4.35,473.0,0.0
27.7,46.0,4.475,534.0,0.0
27.7,46.0,4.6,595.0,0.0
27.575,46.25,4.35,656.0,0.0
27.45,46.5,4.1,717.0,0.0
27.325,46.75,3.85,591.25,0.0
27.2,47.0,3.6,465.5,0.0
27.2,47.0,3.45,339.75,0.0
27.2,47.0,3.3,214.0,0.0
27.2,47.0,3.15,177.0,0.0
27.2,47.0,3.0,140.0,0.0
26.775,49.25,2.875,103.0,0.0
26.35,51.5,2.75,66.0,0.0
25.925,53.75,2.625,50.5,0.0
25.5,56.0,2.5,35.0,0.0
25.175,57.0,2.575,19.5,0.0
24.85,58.0,2.65,0.0,0.0
24.525,59.0,2.725,0.0,0.0
24.2,60.0,2.8,0.0,0.0
23.975,61.0,2.85,0.0,0.0
23.75,62.0,2.9,0.0,0.0
23.525,63.0,2.95,0.0,0.0
23.3,64.0,3.0,0.0,0.0
23.15,64.5,2.75,0.0,0.0
23.0,65.0,2.5,0.0,0.0
22.85,65.5,2.25,0.0,0.0
22.7,66.0,2.0,0.0,0.0
22.575,66.5,2.125,0.0,0.0
22.45,67.0,2.25,0.0,0.0
22.325,67.5,2.375,0.0,0.0
22.2,68.0,2.5,0.0,0.0
22.05,68.0,2.5,0.0,0.0
21.9,68.0,2.5,0.0,0.0
21.75,68.0,2.5,0.0,0.0
21.6,68.0,2.5,0.0,0.0
21.325,70.5,2.375,0.0,0.0
21.05,73.0,2.25,0.0,0.0
20.775,75.5,2.125,0.0,0.0
20.5,78.0,2.0,0.0,0.0
20.225,78.75,2.125,0.0,0.0
19.95,79.5,2.25,0.0,0.0
19.675,80.25,2.375,0.0,0.0
19.4,81.0,2.5,0.0,0.0
19.25,82.5,2.5,0.0,0.0
19.1,84.0,2.5,0.0,0.0
18.95,85.5,2.5,0.0,0.0
18.8,87.0,2.5,0.0,0.0
18.675,87.75,2.5,0.0,0.0
18.55,88.5,2.5,0.0,0.0
18.425,89.25,2.5,0.0,0.0
18.3,90.0,2.5,0.0,0.0
18.15,90.0,2.375,0.0,0.0
18.0,90.0,2.25,0.0,0.0
17.85,90.0,2.125,0.0,0.0
17.7,90.0,2.0,0.0,0.0
17.575,90.75,2.25,0.0,0.0
17.45,91.5,2.5,22.0,0.0
17.325,92.25,2.75,44.75,0.0
17.2,93.0,3.0,67.5,0.0
17.475,91.5,3.275,90.25,0.0
17.75,90.0,3.55,113.0,0.0
18.025,88.5,3.825,119.75,0.0
18.3,87.0,4.1,126.5,0.0
18.85,84.25,4.225,133.25,0.0
19.4,81.5,4.35,140.0,0.0
19.95,78.75,4.475,143.5,0.0
20.5,76.0,4.6,147.0,0.0
20.775,74.75,4.199999999999999,150.5,11.0
21.05,73.5,3.8,154.0,11.0
21.325,72.25,3.4,236.0,11.0
21.6,71.0,3.0,318.0,11.0
22.025,69.75,3.4,400.0,11.0
22.45,68.5,3.8,482.0,11.0
22.875,67.25,4.199999999999999,553.5,11.0
23.3,66.0,4.6,625.0,11.0
24.0,63.5,4.725,696.5,11.0
24.7,61.0,4.85,768.0,11.0
25.4,58.5,4.975,657.25,11.0
26.1,56.0,5.1,546.5,11.0
26.225,55.5,5.1,435.75,8.8
26.35,55.0,5.1,325.0,8.8
26.475,54.5,5.1,311.0,8.8
26.6,54.0,5.1,297.0,8.8
26.475,55.0,4.574999999999999,283.0,4.4
26.35,56.0,4.05,269.0,4.4
26.225,57.0,3.525,266.75,4.4
26.1,58.0,3.0,264.5,4.4
26.1,58.5,3.15,262.25,8.8
26.1,59.0,3.3,260.0,8.8
26.1,59.5,3.45,253.75,8.8
26.1,60.0,3.6,247.5,8.8
25.95,62.25,4.1,241.25,11.0
25.8,64.5,4.6,235.0,11.0
25.65,66.75,5.1,282.25,11.0
25.5,69.0,5.6,329.5,11.0
25.5,69.75,5.6,376.75,11.0
25.5,70.5,5.6,424.0,11.0
25.5,71.25,5.6,354.25,11.0
25.5,72.0,5.6,284.5,11.0
24.8,73.75,5.475,214.75,11.0
24.1,75.5,5.35,145.0,11.0
23.4,77.25,5.225,130.25,11.0
22.7,79.0,5.1,115.5,11.0
22.425,78.75,5.1,100.75,11.0
22.15,78.5,5.1,86.0,11.0
21.875,78.25,5.1,72.5,11.0
21.6,78.0,5.1,59.0,11.0
21.325,78.0,4.975,45.5,5.5
21.05,78.0,4.85,32.0,5.5
20.775,78.0,4.725,24.5,5.5
20.5,78.0,4.6,17.0,5.5
20.375,78.0,4.475,9.5,1.1
20.25,78.0,4.35,0.0,1.1
20.125,78.0,4.225,0.0,1.1
20.0,78.0,4.1,0.0,1.1
19.85,78.0,4.475,0.0,1.1
19.7,78.0,4.85,0.0,1.1
19.55,78.0,5.225,0.0,1.1
19.4,78.0,5.6,0.0,1.1
19.125,76.75,5.35,0.0,0.0
18.85,75.5,5.1,0.0,0.0
18.575,74.25,4.85,0.0,0.0
18.3,73.0,4.6,0.0,0.0
18.15,73.5,4.475,0.0,0.0
18.0,74.0,4.35,0.0,0.0
17.85,74.5,4.225,0.0,0.0
17.7,75.0,4.1,0.0,0.0
17.575,76.25,4.35,0.0,0.0
17.45,77.5,4.6,0.0,0.0
17.325,78.75,4.85,0.0,0.0
17.2,80.0,5.1,0.0,0.0
17.05,80.25,4.725,0.0,0.0
16.9,80.5,4.35,0.0,0.0
16.75,80.75,3.975,0.0,0.0
16.6,81.0,3.6,0.0,0.0
16.475,80.75,3.975,0.0,0.0
16.35,80.5,4.35,0.0,0.0
16.225,80.25,4.725,0.0,0.0
16.1,80.0,5.1,0.0,0.0
15.95,79.5,4.574999999999999,0.0,0.0
15.8,79.0,4.05,0.0,0.0
15.65,78.5,3.525,0.0,0.0
15.5,78.0,3.0,0.0,0.0
15.075,80.25,2.875,0.0,0.0
14.65,82.5,2.75,0.0,0.0
14.225,84.75,2.625,0.0,0.0
13.8,87.0,2.5,0.0,0.0
13.95,86.0,1.875,0.0,0.0
14.1,85.0,1.25,0.0,0.0
14.25,84.0,0.625,0.0,0.0
14.4,83.0,0.0,0.0,0.0
14.4,83.0,0.5,0.0,0.0
14.4,83.0,1.0,5.0,0.0
14.4,83.0,1.5,13.25,0.0
14.4,83.0,2.0,21.5,0.0
14.55,82.25,2.0,29.75,0.0
14.7,81.5,2.0,38.0,0.0
14.85,80.75,2.0,113.25,0.0
15.0,80.0,2.0,188.5,0.0
15.4,78.0,2.0,263.75,0.0
15.8,76.0,2.0,339.0,0.0
16.2,74.0,2.0,301.75,0.0
16.6,72.0,2.0,264.5,0.0
16.875,70.25,2.25,227.25,11.0
17.15,68.5,2.5,190.0,11.0
17.425,66.75,2.75,270.5,11.0
17.7,65.0,3.0,351.0,11.0
18.125,63.5,3.275,431.5,11.0
18.55,62.0,3.55,512.0,11.0
18.975,60.5,3.825,605.75,11.0
19.4,59.0,4.1,699.5,11.0
19.55,58.75,4.35,793.25,11.0
19.7,58.5,4.6,887.0,11.0
19.85,58.25,4.85,887.25,11.0
20.0,58.0,5.1,887.5,11.0
20.275,57.25,4.199999999999999,887.75,8.8
20.55,56.5,3.3,888.0,8.8
20.825,55.75,2.4,910.5,8.8
21.1,55.0,1.5,933.0,8.8
21.65,53.25,1.75,955.5,4.4
22.2,51.5,2.0,978.0,4.4
22.75,49.75,2.25,937.75,4.4
23.3,48.0,2.5,897.5,4.4
23.425,48.0,2.775,857.25,8.8
23.55,48.0,3.05,817.0,8.8
23.675,48.0,3.325,783.5,8.8
23.8,48.0,3.6,750.0,8.8
23.95,47.25,3.475,716.5,11.0
24.1,46.5,3.35,683.0,11.0
24.25,45.75,3.225,651.75,11.0
24.4,45.0,3.1,620.5,11.0
24.55,44.25,2.95,589.25,11.0
24.7,43.5,2.8,558.0,11.0
24.85,42.75,2.65,607.75,11.0
25.0,42.0,2.5,657.5,11.0
24.7,43.5,2.625,707.25,11.0
24.4,45.0,2.75,757.0,11.0
24.1,46.5,2.875,663.25,11.0
23.8,48.0,3.0,569.5,11.0
23.4,49.25,3.275,475.75,11.0
23.0,50.5,3.55,382.0,11.0
22.6,51.75,3.825,307.25,11.0
22.2,53.0,4.1,232.5,11.0
22.05,53.0,3.7,157.75,5.5
21.9,53.0,3.3,83.0,5.5
21.75,53.0,2.9,65.25,5.5
21.6,53.0,2.5,47.5,5.5
21.2,55.0,2.375,29.75,1.1
20.8,57.0,2.25,0.0,1.1
20.4,59.0,2.125,0.0,1.1
20.0,61.0,2.0,0.0,1.1
19.85,61.5,1.875,0.0,1.1
19.7,62.0,1.75,0.0,1.1
19.55,62.5,1.625,0.0,1.1
19.4,63.0,1.5,0.0,1.1
19.25,63.5,1.625,0.0,0.0
19.1,64.0,1.75,0.0,0.0
18.95,64.5,1.875,0.0,0.0
18.8,65.0,2.0,0.0,0.0
19.1,64.0,1.5,0.0,0.0
19.4,63.0,1.0,0.0,0.0
19.7,62.0,0.5,0.0,0.0
20.0,61.0,0.0,0.0,0.0
19.85,62.75,0.375,0.0,0.0
19.7,64.5,0.75,0.0,0.0
19.55,66.25,1.125,0.0,0.0
19.4,68.0,1.5,0.0,0.0
19.125,69.75,1.625,0.0,0.0
18.85,71.5,1.75,0.0,0.0
18.575,73.25,1.875,0.0,0.0
18.3,75.0,2.0,0.0,0.0
18.025,77.25,1.5,0.0,0.0
17.75,79.5,1.0,0.0,0.0
17.475,81.75,0.5,0.0,0.0
17.2,84.0,0.0,0.0,0.0
17.325,82.5,0.0,0.0,0.0
17.45,81.0,0.0,0.0,0.0
17.575,79.5,0.0,0.0,0.0
17.7,78.0,0.0,0.0,0.0
17.7,78.0,0.0,0.0,0.0
17.7,78.0,0.0,0.0,0.0
17.7,78.0,0.0,0.0,0.0
17.7,78.0,0.0,0.0,0.0
17.575,79.5,0.0,0.0,0.0
17.45,81.0,0.0,0.0,0.0
17.325,82.5,0.0,0.0,0.0
17.2,84.0,0.0,0.0,0.0
17.2,84.0,0.0,0.0,0.0
17.2,84.0,0.0,0.0,0.0
17.2,84.0,0.0,18.0,0.0
17.2,84.0,0.0,30.0,0.0
17.325,83.25,0.375,42.0,0.0
17.45,82.5,0.75,54.0,0.0
17.575,81.75,1.125,66.25,0.0
17.7,81.0,1.5,78.5,0.0
17.975,80.5,1.125,90.75,0.0
18.25,80.0,0.75,103.0,0.0
18.525,79.5,0.375,112.25,0.0
18.8,79.0,0.0,121.5,0.0
18.95,78.25,0.375,130.75,11.0
19.1,77.5,0.75,140.0,11.0
19.25,76.75,1.125,153.0,11.0
19.4,76.0,1.5,166.0,11.0
19.825,73.5,1.125,179.0,11.0
20.25,71.0,0.75,192.0,11.0
20.675,68.5,0.375,201.75,11.0
21.1,66.0,0.0,211.5,11.0
20.825,69.75,0.0,221.25,11.0
20.55,73.5,0.0,231.0,11.0
20.275,77.25,0.0,237.0,11.0
20.0,81.0,0.0,243.0,11.0
20.4,78.5,0.375,249.0,8.8
20.8,76.0,0.75,255.0,8.8
21.2,73.5,1.125,273.0,8.8
21.6,71.0,1.5,291.0,8.8
21.75,71.0,1.625,309.0,4.4
21.9,71.0,1.75,327.0,4.4
22.05,71.0,1.875,324.0,4.4
22.2,71.0,2.0,321.0,4.4
22.325,69.75,2.0,318.0,8.8
22.45,68.5,2.0,315.0,8.8
22.575,67.25,2.0,306.75,8.8
22.7,66.0,2.0,298.5,8.8
22.85,64.5,2.0,290.25,11.0
23.0,63.0,2.0,282.0,11.0
23.15,61.5,2.0,268.75,11.0
23.3,60.0,2.0,255.5,11.0
23.15,61.0,2.25,242.25,11.0
23.0,62.0,2.5,229.0,11.0
22.85,63.0,2.75,212.5,11.0
22.7,64.0,3.0,196.0,11.0
22.7,62.25,2.875,179.5,11.0
22.7,60.5,2.75,163.0,11.0
22.7,58.75,2.625,165.0,11.0
22.7,57.0,2.5,167.0,11.0
22.7,57.0,1.875,169.0,11.0
22.7,57.0,1.25,171.0,11.0
22.7,57.0,0.625,141.5,11.0
22.7,57.0,0.0,112.0,11.0
22.425,59.75,0.5,82.5,5.5
22.15,62.5,1.0,53.0,5.5
21.875,65.25,1.5,40.25,5.5
21.6,68.0,2.0,27.5,5.5
21.325,70.0,1.5,14.75,1.1
21.05,72.0,1.0,0.0,1.1
20.775,74.0,0.5,0.0,1.1
20.5,76.0,0.0,0.0,1.1
20.5,76.0,0.0,0.0,1.1
20.5,76.0,0.0,0.0,1.1
20.5,76.0,0.0,0.0,1.1
20.5,76.0,0.0,0.0,1.1
20.375,77.25,0.75,0.0,0.0
20.25,78.5,1.5,0.0,0.0
20.125,79.75,2.25,0.0,0.0
20.0,81.0,3.0,0.0,0.0
19.85,82.5,2.875,0.0,0.0
19.7,84.0,2.75,0.0,0.0
19.55,85.5,2.625,0.0,0.0
19.4,87.0,2.5,0.0,0.0
19.4,87.75,2.5,0.0,0.0
19.4,88.5,2.5,0.0,0.0
19.4,89.25,2.5,0.0,0.0
19.4,90.0,2.5,0.0,0.0
19.4,90.0,1.875,0.0,0.0
19.4,90.0,1.25,0.0,0.0
19.4,90.0,0.625,0.0,0.0
19.4,90.0,0.0,0.0,0.0
19.25,90.75,0.5,0.0,0.0
19.1,91.5,1.0,0.0,0.0
18.95,92.25,1.5,0.0,0.0
18.8,93.0,2.0,0.0,0.0
18.8,93.0,1.5,0.0,0.0
18.8,93.0,1.0,0.0,0.0
18.8,93.0,0.5,0.0,0.0
18.8,93.0,0.0,0.0,0.0
18.8,93.0,0.5,0.0,0.0
18.8,93.0,1.0,0.0,0.0
18.8,93.0,1.5,0.0,0.0
18.8,93.0,2.0,0.0,0.0
18.675,93.75,2.25,0.0,0.0
18.55,94.5,2.5,0.0,0.0
18.425,95.25,2.75,0.0,0.0
18.3,96.0,3.0,0.0,0.0
18.3,95.25,3.0,0.0,0.0
18.3,94.5,3.0,0.0,0.0
18.3,93.75,3.0,42.25,0.0
18.3,93.0,3.0,76.5,0.0
18.575,91.5,3.0,110.75,0.0
18.85,90.0,3.0,145.0,0.0
19.125,88.5,3.0,156.25,0.0
19.4,87.0,3.0,167.5,0.0
19.675,87.0,3.0,178.75,0.0
19.95,87.0,3.0,190.0,0.0
20.225,87.0,3.0,179.75,0.0
20.5,87.0,3.0,169.5,0.0
20.775,85.75,2.875,159.25,11.0
21.05,84.5,2.75,149.0,11.0
21.325,83.25,2.625,161.5,11.0
21.6,82.0,2.5,174.0,11.0
21.6,83.25,2.625,186.5,11.0
21.6,84.5,2.75,199.0,11.0
21.6,85.75,2.875,332.5,11.0
21.6,87.0,3.0,466.0,11.0
22.025,85.75,3.15,599.5,11.0
22.45,84.5,3.3,733.0,11.0
22.875,83.25,3.45,668.0,11.0
23.3,82.0,3.6,603.0,11.0
24.125,78.75,3.85,538.0,8.8
24.95,75.5,4.1,473.0,8.8
25.775,72.25,4.35,503.25,8.8
26.6,69.0,4.6,533.5,8.8
27.15,66.0,4.475,563.75,4.4
27.7,63.0,4.35,594.0,4.4
28.25,60.0,4.225,622.0,4.4
28.8,57.0,4.1,650.0,4.4
28.125,63.25,3.7,678.0,8.8
27.45,69.5,3.3,706.0,8.8
26.775,75.75,2.9,656.75,8.8
26.1,82.0,2.5,607.5,8.8
26.925,76.25,3.4,558.25,11.0
27.75,70.5,4.3,509.0,11.0
28.575,64.75,5.199999999999999,483.75,11.0
29.4,59.0,6.1,458.5,11.0
29.4,58.0,5.975,433.25,11.0
29.4,57.0,5.85,408.0,11.0
29.4,56.0,5.725,349.5,11.0
29.4,55.0,5.6,291.0,11.0
29.55,55.0,5.475,232.5,11.0
29.7,55.0,5.35,174.0,11.0
29.85,55.0,5.225,155.5,11.0
30.0,55.0,5.1,137.0,11.0
29.85,54.5,4.975,118.5,11.0
29.7,54.0,4.85,100.0,11.0
29.55,53.5,4.725,83.5,11.0
29.4,53.0,4.6,67.0,11.0
29.125,54.5,4.725,50.5,5.5
28.85,56.0,4.85,34.0,5.5
28.575,57.5,4.975,25.75,5.5
28.3,59.0,5.1,17.5,5.5
28.025,59.75,4.975,9.25,1.1
27.75,60.5,4.85,0.0,1.1
27.475,61.25,4.725,0.0,1.1
27.2,62.0,4.6,0.0,1.1
26.925,63.25,4.6,0.0,1.1
26.65,64.5,4.6,0.0,1.1
26.375,65.75,4.6,0.0,1.1
26.1,67.0,4.6,0.0,1.1
25.95,67.5,4.6,0.0,0.0
25.8,68.0,4.6,0.0,0.0
25.65,68.5,4.6,0.0,0.0
25.5,69.0,4.6,0.0,0.0
25.375,69.5,4.35,0.0,0.0
25.25,70.0,4.1,0.0,0.0
25.125,70.5,3.85,0.0,0.0
25.0,71.0,3.6,0.0,0.0
24.7,73.0,3.725,0.0,0.0
24.4,75.0,3.85,0.0,0.0
24.1,77.0,3.975,0.0,0.0
23.8,79.0,4.1,0.0,0.0
23.95,78.25,4.1,0.0,0.0
24.1,77.5,4.1,0.0,0.0
24.25,76.75,4.1,0.0,0.0
24.4,76.0,4.1,0.0,0.0
24.125,77.5,4.1,0.0,0.0
23.85,79.0,4.1,0.0,0.0
23.575,80.5,4.1,0.0,0.0
23.3,82.0,4.1,0.0,0.0
23.15,82.75,4.225,0.0,0.0
23.0,83.5,4.35,0.0,0.0
22.85,84.25,4.475,0.0,0.0
22.7,85.0,4.6,0.0,0.0
22.7,85.0,4.475,0.0,0.0
22.7,85.0,4.35,0.0,0.0
22.7,85.0,4.225,0.0,0.0
22.7,85.0,4.1,0.0,0.0
22.575,85.5,4.225,0.0,0.0
22.45,86.0,4.35,0.0,0.0
22.325,86.5,4.475,0.0,0.0
22.2,87.0,4.6,0.0,0.0
22.2,87.0,4.475,0.0,0.0
22.2,87.0,4.35,0.0,0.0
22.2,87.0,4.225,33.75,0.0
22.2,87.0,4.1,60.5,0.0
22.325,87.0,4.225,87.25,0.0
22.45,87.0,4.35,114.0,0.0
22.575,87.0,4.475,119.5,0.0
22.7,87.0,4.6,125.0,0.0
22.85,86.25,4.6,130.5,0.0
23.0,85.5,4.6,136.0,0.0
23.15,84.75,4.6,167.5,0.0
23.3,84.0,4.6,199.0,0.0
23.575,82.75,4.725,230.5,11.0
23.85,81.5,4.85,262.0,11.0
24.125,80.25,4.975,281.25,11.0
24.4,79.0,5.1,300.5,11.0
24.55,78.25,5.1,319.75,11.0
24.7,77.5,5.1,339.0,11.0
24.85,76.75,5.1,363.75,11.0
25.0,76.0,5.1,388.5,11.0
25.275,74.75,5.35,413.25,11.0
25.55,73.5,5.6,438.0,11.0
25.825,72.25,5.85,486.25,11.0
26.1,71.0,6.1,534.5,11.0
26.375,70.0,6.225,582.75,8.8
26.65,69.0,6.35,631.0,8.8
26.925,68.0,6.475,648.25,8.8
27.2,67.0,6.6,665.5,8.8
27.2,67.0,6.749999999999999,682.75,4.4
27.2,67.0,6.9,700.0,4.4
27.2,67.0,7.050000000000001,676.25,4.4
27.2,67.0,7.2,652.5,4.4
27.325,66.5,7.2,628.75,8.8
27.45,66.0,7.2,605.0,8.8
27.575,65.5,7.2,554.75,8.8
27.7,65.0,7.2,504.5,8.8
27.7,65.0,7.050000000000001,454.25,11.0
27.7,65.0,6.9,404.0,11.0
27.7,65.0,6.749999999999999,373.0,11.0
27.7,65.0,6.6,342.0,11.0
27.85,64.0,6.749999999999999,311.0,11.0
28.0,63.0,6.9,280.0,11.0
28.15,62.0,7.050000000000001,289.5,11.0
28.3,61.0,7.2,299.0,11.0
28.3,61.0,7.050000000000001,308.5,11.0
28.3,61.0,6.9,318.0,11.0
28.3,61.0,6.749999999999999,283.0,11.0
28.3,61.0,6.6,248.0,11.0
28.15,62.0,6.1,213.0,11.0
28.0,63.0,5.6,178.0,11.0
27.85,64.0,5.1,153.0,11.0
27.7,65.0,4.6,128.0,11.0
27.575,66.0,4.725,103.0,5.5
27.45,67.0,4.85,78.0,5.5
27.325,68.0,4.975,58.75,5.5
27.2,69.0,5.1,39.5,5.5
26.775,71.5,4.975,20.25,1.1
26.35,74.0,4.85,0.0,1.1
25.925,76.5,4.725,0.0,1.1
25.5,79.0,4.6,0.0,1.1
25.375,79.5,4.725,0.0,1.1
25.25,80.0,4.85,0.0,1.1
25.125,80.5,4.975,0.0,1.1
25.0,81.0,5.1,0.0,1.1
25.0,79.75,5.225,0.0,0.0
25.0,78.5,5.35,0.0,0.0
25.0,77.25,5.475,0.0,0.0
25.0,76.0,5.6,0.0,0.0
25.0,76.0,5.35,0.0,0.0
25.0,76.0,5.1,0.0,0.0
25.0,76.0,4.85,0.0,0.0
25.0,76.0,4.6,0.0,0.0
24.85,76.75,4.725,0.0,0.0
24.7,77.5,4.85,0.0,0.0
24.55,78.25,4.975,0.0,0.0
24.4,79.0,5.1,0.0,0.0
24.4,78.25,5.225,0.0,0.0
24.4,77.5,5.35,0.0,0.0
24.4,76.75,5.475,0.0,0.0
24.4,76.0,5.6,0.0,0.0
24.4,76.0,5.999999999999999,0.0,0.0
24.4,76.0,6.4,0.0,0.0
24.4,76.0,6.800000000000001,0.0,0.0
24.4,76.0,7.2,0.0,0.0
24.4,75.5,6.925000000000001,0.0,0.0
24.4,75.0,6.65,0.0,0.0
24.4,74.5,6.374999999999999,0.0,0.0
24.4,74.0,6.1,0.0,0.0
24.55,72.5,6.499999999999999,0.0,0.0
24.7,71.0,6.9,0.0,0.0
24.85,69.5,7.300000000000001,0.0,0.0
25.0,68.0,7.7,0.0,0.0
25.0,68.0,7.425000000000001,0.0,0.0
25.0,68.0,7.15,0.0,0.0
25.0,68.0,6.874999999999999,0.0,0.0
25.0,68.0,6.6,0.0,0.0
24.85,68.75,6.475,0.0,0.0
24.7,69.5,6.35,0.0,0.0
24.55,70.25,6.225,13.75,0.0
24.4,71.0,6.1,24.5,0.0
24.55,71.0,6.1,35.25,0.0
24.7,71.0,6.1,46.0,0.0
24.85,71.0,6.1,56.0,0.0
25.0,71.0,6.1,66.0,0.0
24.85,71.75,6.1,76.0,0.0
24.7,72.5,6.1,86.0,0.0
24.55,73.25,6.1,98.5,0.0
24.4,74.0,6.1,111.0,0.0
23.7,78.25,6.1,123.5,0.0
23.0,82.5,6.1,136.0,0.0
22.3,86.75,6.1,141.5,0.0
21.6,91.0,6.1,147.0,0.0
21.2,91.5,6.624999999999999,152.5,0.0
20.8,92.0,7.149999999999999,158.0,0.0
20.4,92.5,7.674999999999999,175.75,0.0
20.0,93.0,8.2,193.5,0.0
20.0,93.0,7.799999999999999,211.25,0.0
20.0,93.0,7.399999999999999,229.0,0.0
20.0,93.0,6.999999999999999,224.75,0.0
20.0,93.0,6.6,220.5,0.0
20.125,93.0,5.85,216.25,0.0
20.25,93.0,5.1,212.0,0.0
20.375,93.0,4.35,204.5,0.0
20.5,93.0,3.6,197.0,0.0
20.075,94.75,4.1,189.5,0.0
19.65,96.5,4.6,182.0,0.0
19.225,98.25,5.1,199.0,0.0
18.8,100.0,5.6,216.0,0.0
18.525,98.25,5.475,233.0,0.0
18.25,96.5,5.35,250.0,0.0
17.975,94.75,5.225,234.0,0.0
17.7,93.0,5.1,218.0,0.0
17.85,92.25,4.975,202.0,0.0
18.0,91.5,4.85,186.0,0.0
18.15,90.75,4.725,184.25,0.0
18.3,90.0,4.6,182.5,0.0
18.3,89.25,4.475,180.75,0.0
18.3,88.5,4.35,179.0,0.0
18.3,87.75,4.225,211.75,0.0
18.3,87.0,4.1,244.5,0.0
18.725,84.0,3.975,277.25,0.0
19.15,81.0,3.85,310.0,0.0
19.575,78.0,3.725,278.75,0.0
20.0,75.0,3.6,247.5,0.0
20.0,73.0,3.975,216.25,0.0
20.0,71.0,4.35,185.0,0.0
20.0,69.0,4.725,169.25,0.0
20.0,67.0,5.1,153.5,0.0
19.575,66.5,4.85,137.75,0.0
19.15,66.0,4.6,122.0,0.0
18.725,65.5,4.35,91.75,0.0
18.3,65.0,4.1,61.5,0.0
17.875,66.25,3.975,31.25,0.0
17.45,67.5,3.85,0.0,0.0
17.025,68.75,3.725,0.0,0.0
16.6,70.0,3.6,0.0,0.0
16.475,70.5,3.45,0.0,0.0
16.35,71.0,3.3,0.0,0.0
16.225,71.5,3.15,0.0,0.0
16.1,72.0,3.0,0.0,0.0
15.95,72.75,2.75,0.0,0.0
15.8,73.5,2.5,0.0,0.0
15.65,74.25,2.25,0.0,0.0
15.5,75.0,2.0,0.0,0.0
15.5,75.0,1.5,0.0,0.0
15.5,75.0,1.0,0.0,0.0
15.5,75.0,0.5,0.0,0.0
15.5,75.0,0.0,0.0,0.0
15.375,76.25,0.375,0.0,0.0
15.25,77.5,0.75,0.0,0.0
15.125,78.75,1.125,0.0,0.0
15.0,80.0,1.5,0.0,0.0
15.0,79.25,1.75,0.0,0.0
15.0,78.5,2.0,0.0,0.0
15.0,77.75,2.25,0.0,0.0
15.0,77.0,2.5,0.0,0.0
15.0,77.0,2.5,0.0,0.0
15.0,77.0,2.5,0.0,0.0
15.0,77.0,2.5,0.0,0.0
15.0,77.0,2.5,0.0,0.0
14.575,79.5,2.625,0.0,0.0
14.15,82.0,2.75,0.0,0.0
13.725,84.5,2.875,0.0,0.0
13.3,87.0,3.0,0.0,0.0
13.15,87.75,2.625,0.0,0.0
13.0,88.5,2.25,0.0,0.0
12.85,89.25,1.875,0.0,0.0
12.7,90.0,1.5,0.0,0.0
12.7,89.0,1.125,0.0,0.0
12.7,88.0,0.75,0.0,0.0
12.7,87.0,0.375,0.0,0.0
12.7,86.0,0.0,0.0,0.0
12.575,86.75,0.625,0.0,0.0
12.45,87.5,1.25,0.0,0.0
12.325,88.25,1.875,101.75,0.0
12.2,89.0,2.5,162.5,0.0
12.475,89.0,2.5,223.25,0.0
12.75,89.0,2.5,284.0,0.0
13.025,89.0,2.5,360.75,0.0
13.3,89.0,2.5,437.5,0.0
13.85,86.25,2.5,514.25,0.0
14.4,83.5,2.5,591.0,0.0
14.95,80.75,2.5,631.75,0.0
15.5,78.0,2.5,672.5,0.0
16.05,75.25,2.625,713.25,0.0
16.6,72.5,2.75,754.0,0.0
17.15,69.75,2.875,790.5,0.0
17.7,67.0,3.0,827.0,0.0
17.975,64.5,3.275,863.5,0.0
18.25,62.0,3.55,900.0,0.0
18.525,59.5,3.825,828.75,0.0
18.8,57.0,4.1,757.5,0.0
18.675,57.75,4.225,686.25,0.0
18.55,58.5,4.35,615.0,0.0
18.425,59.25,4.475,546.75,0.0
18.3,60.0,4.6,478.5,0.0
18.575,58.5,4.725,410.25,0.0
18.85,57.0,4.85,342.0,0.0
19.125,55.5,4.975,479.75,0.0
19.4,54.0,5.1,617.5,0.0
19.675,52.75,4.324999999999999,755.25,0.0
19.95,51.5,3.55,893.0,0.0
20.225,50.25,2.775,813.5,0.0
20.5,49.0,2.0,734.0,0.0
20.225,49.75,2.4,654.5,0.0
19.95,50.5,2.8,575.0,0.0
19.675,51.25,3.2,557.75,0.0
