Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Total Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1)
9.0,71.0,3.0,0.0,0.0
8.75,73.5,3.4,0.0,0.0
8.5,76.0,3.8,0.0,0.0
8.25,78.5,4.199999999999999,0.0,0.0
8.0,81.0,4.6,0.0,0.0
8.0,81.0,4.35,0.0,0.0
8.0,81.0,4.1,0.0,0.0
8.0,81.0,3.85,0.0,0.0
8.0,81.0,3.6,0.0,0.0
8.0,82.5,3.6,0.0,0.0
8.0,84.0,3.6,0.0,0.0
8.0,85.5,3.6,0.0,0.0
8.0,87.0,3.6,7.5,0.0
8.25,85.5,3.725,11.25,0.0
8.5,84.0,3.85,15.0,0.0
8.75,82.5,3.975,21.0,0.0
9.0,81.0,4.1,27.0,0.0
9.5,78.5,4.35,33.0,0.0
10.0,76.0,4.6,39.0,0.0
10.5,73.5,4.85,46.5,0.0
11.0,71.0,5.1,54.0,0.0
11.25,70.0,5.1,61.5,0.0
11.5,69.0,5.1,69.0,0.0
11.75,68.0,5.1,82.75,0.0
12.0,67.0,5.1,96.5,0.0
12.5,66.0,5.625,110.25,11.0
13.0,65.0,6.15,124.0,11.0
13.5,64.0,6.675000000000001,121.5,11.0
14.0,63.0,7.2,119.0,11.0
14.5,60.0,7.050000000000001,116.5,11.0
15.0,57.0,6.9,114.0,11.0
15.5,54.0,6.749999999999999,135.0,11.0
16.0,51.0,6.6,156.0,11.0
16.0,51.0,6.749999999999999,177.0,11.0
16.0,51.0,6.9,198.0,11.0
16.0,51.0,7.050000000000001,194.25,11.0
16.0,51.0,7.2,190.5,11.0
16.25,50.25,6.925000000000001,186.75,8.8
16.5,49.5,6.65,183.0,8.8
16.75,48.75,6.374999999999999,179.25,8.8
17.0,48.0,6.1,175.5,8.8
17.25,47.25,6.225,171.75,4.4
17.5,46.5,6.35,168.0,4.4
17.75,45.75,6.475,168.75,4.4
18.0,45.0,6.6,169.5,4.4
18.25,45.25,6.35,170.25,8.8
18.5,45.5,6.1,171.0,8.8
18.75,45.75,5.85,193.75,8.8
19.0,46.0,5.6,216.5,8.8
19.25,44.5,5.725,239.25,11.0
19.5,43.0,5.85,262.0,11.0
19.75,41.5,5.975,223.5,11.0
20.0,40.0,6.1,185.0,11.0
19.75,40.0,6.374999999999999,146.5,11.0
19.5,40.0,6.65,108.0,11.0
19.25,40.0,6.925000000000001,104.5,11.0
19.0,40.0,7.2,101.0,11.0
19.05,40.5,6.925000000000001,97.5,11.0
19.1,41.0,6.65,94.0,11.0
19.15,41.5,6.374999999999999,92.75,11.0
19.2,42.0,6.1,91.5,11.0
19.15,43.0,5.475,90.25,11.0
19.1,44.0,4.85,89.0,11.0
19.05,45.0,4.225,84.0,11.0
19.0,46.0,3.6,79.0,11.0
18.75,46.75,3.725,74.0,5.5
18.5,47.5,3.85,69.0,5.5
18.25,48.25,3.975,53.5,5.5
18.0,49.0,4.1,38.0,5.5
17.75,49.75,3.7,22.5,1.1
17.5,50.5,3.3,7.0,1.1
17.25,51.25,2.9,5.25,1.1
17.0,52.0,2.5,0.0,1.1
17.0,52.0,2.775,0.0,1.1
17.0,52.0,3.05,0.0,1.1
17.0,52.0,3.325,0.0,1.1
17.0,52.0,3.6,0.0,1.1
17.0,52.75,3.325,0.0,0.0
17.0,53.5,3.05,0.0,0.0
17.0,54.25,2.775,0.0,0.0
17.0,55.0,2.5,0.0,0.0
16.75,56.0,2.5,0.0,0.0
16.5,57.0,2.5,0.0,0.0
16.25,58.0,2.5,0.0,0.0
16.0,59.0,2.5,0.0,0.0
15.5,61.0,2.775,0.0,0.0
15.0,63.0,3.05,0.0,0.0
14.5,65.0,3.325,0.0,0.0
14.0,67.0,3.6,0.0,0.0
14.0,68.25,3.6,0.0,0.0
14.0,69.5,3.6,0.0,0.0
14.0,70.75,3.6,0.0,0.0
14.0,72.0,3.6,0.0,0.0
13.25,77.5,3.45,0.0,0.0
12.5,83.0,3.3,0.0,0.0
11.75,88.5,3.15,0.0,0.0
11.0,94.0,3.0,0.0,0.0
11.25,91.0,2.875,0.0,0.0
11.5,88.0,2.75,0.0,0.0
11.75,85.0,2.625,0.0,0.0
12.0,82.0,2.5,0.0,0.0
11.5,86.5,2.625,0.0,0.0
11.0,91.0,2.75,0.0,0.0
10.5,95.5,2.875,0.0,0.0
10.0,100.0,3.0,0.0,0.0
10.0,100.0,2.875,0.0,0.0
10.0,100.0,2.75,0.0,0.0
10.0,100.0,2.625,0.0,0.0
10.0,100.0,2.5,48.5,0.0
10.25,100.0,2.9,72.75,0.0
10.5,100.0,3.3,97.0,0.0
10.75,100.0,3.7,186.75,0.0
11.0,100.0,4.1,276.5,0.0
11.75,95.5,4.1,366.25,0.0
12.5,91.0,4.1,456.0,0.0
13.25,86.5,4.1,513.0,0.0
14.0,82.0,4.1,570.0,0.0
14.5,78.5,4.225,627.0,0.0
15.0,75.0,4.35,684.0,0.0
15.5,71.5,4.475,697.75,0.0
16.0,68.0,4.6,711.5,0.0
16.5,67.0,4.475,725.25,11.0
17.0,66.0,4.35,739.0,11.0
17.5,65.0,4.225,775.25,11.0
18.0,64.0,4.1,811.5,11.0
18.25,61.0,4.35,847.75,11.0
18.5,58.0,4.6,884.0,11.0
18.75,55.0,4.85,897.75,11.0
19.0,52.0,5.1,911.5,11.0
19.5,50.5,5.1,925.25,11.0
20.0,49.0,5.1,939.0,11.0
20.5,47.5,5.1,949.0,11.0
21.0,46.0,5.1,959.0,11.0
21.25,47.0,5.1,969.0,8.8
21.5,48.0,5.1,979.0,8.8
21.75,49.0,5.1,976.0,8.8
22.0,50.0,5.1,973.0,8.8
22.0,49.0,5.475,970.0,4.4
22.0,48.0,5.85,967.0,4.4
22.0,47.0,6.225,971.75,4.4
22.0,46.0,6.6,976.5,4.4
22.25,47.0,6.475,981.25,8.8
22.5,48.0,6.35,986.0,8.8
22.75,49.0,6.225,975.5,8.8
23.0,50.0,6.1,965.0,8.8
23.0,47.75,6.374999999999999,954.5,11.0
23.0,45.5,6.65,944.0,11.0
23.0,43.25,6.925000000000001,925.25,11.0
23.0,41.0,7.2,906.5,11.0
23.25,41.75,7.050000000000001,887.75,11.0
23.5,42.5,6.9,869.0,11.0
23.75,43.25,6.749999999999999,848.75,11.0
24.0,44.0,6.6,828.5,11.0
23.75,44.0,6.35,808.25,11.0
23.5,44.0,6.1,788.0,11.0
23.25,44.0,5.85,756.5,11.0
23.0,44.0,5.6,725.0,11.0
23.0,44.75,5.725,693.5,11.0
23.0,45.5,5.85,662.0,11.0
23.0,46.25,5.975,580.0,11.0
23.0,47.0,6.1,498.0,11.0
22.75,46.75,6.1,416.0,5.5
22.5,46.5,6.1,334.0,5.5
22.25,46.25,6.1,253.5,5.5
22.0,46.0,6.1,173.0,5.5
21.75,46.75,5.85,92.5,1.1
21.5,47.5,5.6,12.0,1.1
21.25,48.25,5.35,9.0,1.1
21.0,49.0,5.1,0.0,1.1
21.0,49.0,4.85,0.0,1.1
21.0,49.0,4.6,0.0,1.1
21.0,49.0,4.35,0.0,1.1
21.0,49.0,4.1,0.0,1.1
20.5,52.75,4.35,0.0,0.0
20.0,56.5,4.6,0.0,0.0
19.5,60.25,4.85,0.0,0.0
19.0,64.0,5.1,0.0,0.0
19.0,64.0,5.225,0.0,0.0
19.0,64.0,5.35,0.0,0.0
19.0,64.0,5.475,0.0,0.0
19.0,64.0,5.6,0.0,0.0
18.75,65.0,5.1,0.0,0.0
18.5,66.0,4.6,0.0,0.0
18.25,67.0,4.1,0.0,0.0
18.0,68.0,3.6,0.0,0.0
18.25,68.0,3.45,0.0,0.0
18.5,68.0,3.3,0.0,0.0
18.75,68.0,3.15,0.0,0.0
19.0,68.0,3.0,0.0,0.0
19.0,69.25,2.875,0.0,0.0
19.0,70.5,2.75,0.0,0.0
19.0,71.75,2.625,0.0,0.0
19.0,73.0,2.5,0.0,0.0
18.75,78.25,2.9,0.0,0.0
18.5,83.5,3.3,0.0,0.0
18.25,88.75,3.7,0.0,0.0
18.0,94.0,4.1,0.0,0.0
18.0,95.5,4.225,0.0,0.0
18.0,97.0,4.35,0.0,0.0
18.0,98.5,4.475,0.0,0.0
18.0,100.0,4.6,0.0,0.0
18.0,100.0,4.074999999999999,0.0,0.0
18.0,100.0,3.55,0.0,0.0
18.0,100.0,3.025,0.0,0.0
18.0,100.0,2.5,22.0,0.0
18.25,100.0,2.775,33.0,0.0
18.5,100.0,3.05,44.0,0.0
18.75,100.0,3.325,142.5,0.0
19.0,100.0,3.6,241.0,0.0
19.0,100.0,3.45,339.5,0.0
19.0,100.0,3.3,438.0,0.0
19.0,100.0,3.15,488.5,0.0
19.0,100.0,3.0,539.0,0.0
19.25,98.5,3.0,589.5,0.0
19.5,97.0,3.0,640.0,0.0
19.75,95.5,3.0,676.5,0.0
20.0,94.0,3.0,713.0,0.0
20.5,92.5,3.275,749.5,11.0
21.0,91.0,3.55,786.0,11.0
21.5,89.5,3.825,809.75,11.0
22.0,88.0,4.1,833.5,11.0
22.5,85.5,3.825,857.25,11.0
23.0,83.0,3.55,881.0,11.0
23.5,80.5,3.275,897.5,11.0
24.0,78.0,3.0,914.0,11.0
23.5,80.5,2.625,930.5,11.0
23.0,83.0,2.25,947.0,11.0
22.5,85.5,1.875,958.75,11.0
22.0,88.0,1.5,970.5,11.0
22.5,84.5,1.5,982.25,8.8
23.0,81.0,1.5,994.0,8.8
23.5,77.5,1.5,996.0,8.8
24.0,74.0,1.5,998.0,8.8
24.5,70.75,1.625,1000.0,4.4
25.0,67.5,1.75,1002.0,4.4
25.5,64.25,1.875,998.5,4.4
26.0,61.0,2.0,995.0,4.4
26.0,61.0,1.875,991.5,8.8
26.0,61.0,1.75,988.0,8.8
26.0,61.0,1.625,977.5,8.8
26.0,61.0,1.5,967.0,8.8
25.75,61.0,1.125,956.5,11.0
25.5,61.0,0.75,946.0,11.0
25.25,61.0,0.375,929.5,11.0
25.0,61.0,0.0,913.0,11.0
25.25,61.0,0.5,896.5,11.0
25.5,61.0,1.0,880.0,11.0
25.75,61.0,1.5,858.25,11.0
26.0,61.0,2.0,836.5,11.0
25.75,60.0,1.875,814.75,11.0
25.5,59.0,1.75,793.0,11.0
25.25,58.0,1.625,756.0,11.0
25.0,57.0,1.5,719.0,11.0
25.0,55.25,1.625,682.0,11.0
25.0,53.5,1.75,645.0,11.0
25.0,51.75,1.875,586.5,11.0
25.0,50.0,2.0,528.0,11.0
24.75,51.0,2.25,469.5,5.5
24.5,52.0,2.5,411.0,5.5
24.25,53.0,2.75,330.5,5.5
24.0,54.0,3.0,250.0,5.5
23.5,55.5,2.625,169.5,1.1
23.0,57.0,2.25,89.0,1.1
22.5,58.5,1.875,66.75,1.1
22.0,60.0,1.5,0.0,1.1
22.0,60.0,1.625,0.0,1.1
22.0,60.0,1.75,0.0,1.1
22.0,60.0,1.875,0.0,1.1
22.0,60.0,2.0,0.0,1.1
21.75,60.0,2.4,0.0,0.0
21.5,60.0,2.8,0.0,0.0
21.25,60.0,3.2,0.0,0.0
21.0,60.0,3.6,0.0,0.0
21.0,61.0,3.45,0.0,0.0
21.0,62.0,3.3,0.0,0.0
21.0,63.0,3.15,0.0,0.0
21.0,64.0,3.0,0.0,0.0
20.5,65.0,3.15,0.0,0.0
20.0,66.0,3.3,0.0,0.0
19.5,67.0,3.45,0.0,0.0
19.0,68.0,3.6,0.0,0.0
19.0,66.0,3.45,0.0,0.0
19.0,64.0,3.3,0.0,0.0
19.0,62.0,3.15,0.0,0.0
19.0,60.0,3.0,0.0,0.0
18.75,61.0,3.275,0.0,0.0
18.5,62.0,3.55,0.0,0.0
18.25,63.0,3.825,0.0,0.0
18.0,64.0,4.1,0.0,0.0
18.0,65.0,3.825,0.0,0.0
18.0,66.0,3.55,0.0,0.0
18.0,67.0,3.275,0.0,0.0
18.0,68.0,3.0,0.0,0.0
17.75,69.0,3.15,0.0,0.0
17.5,70.0,3.3,0.0,0.0
17.25,71.0,3.45,0.0,0.0
17.0,72.0,3.6,0.0,0.0
17.0,72.0,3.325,0.0,0.0
17.0,72.0,3.05,0.0,0.0
17.0,72.0,2.775,0.0,0.0
17.0,72.0,2.5,53.0,0.0
16.75,73.25,2.775,79.5,0.0
16.5,74.5,3.05,106.0,0.0
16.25,75.75,3.325,196.0,0.0
16.0,77.0,3.6,286.0,0.0
16.25,75.75,2.7,376.0,0.0
16.5,74.5,1.8,466.0,0.0
16.75,73.25,0.9,515.5,0.0
17.0,72.0,0.0,565.0,0.0
17.25,72.25,1.15,614.5,0.0
17.5,72.5,2.3,664.0,0.0
17.75,72.75,3.45,698.75,0.0
18.0,73.0,4.6,733.5,0.0
18.25,71.75,4.35,768.25,11.0
18.5,70.5,4.1,803.0,11.0
18.75,69.25,3.85,826.0,11.0
19.0,68.0,3.6,849.0,11.0
19.5,65.0,3.6,872.0,11.0
20.0,62.0,3.6,895.0,11.0
20.5,59.0,3.6,910.5,11.0
21.0,56.0,3.6,926.0,11.0
21.25,54.5,3.975,941.5,11.0
21.5,53.0,4.35,957.0,11.0
21.75,51.5,4.725,964.5,11.0
22.0,50.0,5.1,972.0,11.0
22.0,50.75,5.1,979.5,8.8
22.0,51.5,5.1,987.0,8.8
22.0,52.25,5.1,990.75,8.8
22.0,53.0,5.1,994.5,8.8
22.25,51.5,4.975,998.25,4.4
22.5,50.0,4.85,1002.0,4.4
22.75,48.5,4.725,998.5,4.4
23.0,47.0,4.6,995.0,4.4
23.0,48.5,4.85,991.5,8.8
23.0,50.0,5.1,988.0,8.8
23.0,51.5,5.35,976.75,8.8
23.0,53.0,5.6,965.5,8.8
23.25,51.5,5.475,954.25,11.0
23.5,50.0,5.35,943.0,11.0
23.75,48.5,5.225,924.0,11.0
24.0,47.0,5.1,905.0,11.0
24.0,47.0,5.225,886.0,11.0
24.0,47.0,5.35,867.0,11.0
24.0,47.0,5.475,848.5,11.0
24.0,47.0,5.6,830.0,11.0
24.0,47.0,4.949999999999999,811.5,11.0
24.0,47.0,4.3,793.0,11.0
24.0,47.0,3.65,755.5,11.0
24.0,47.0,3.0,718.0,11.0
23.8,47.5,2.875,680.5,11.0
23.6,48.0,2.75,643.0,11.0
23.4,48.5,2.625,592.25,11.0
23.2,49.0,2.5,541.5,11.0
23.0,49.25,2.5,490.75,5.5
22.8,49.5,2.5,440.0,5.5
22.6,49.75,2.5,352.25,5.5
22.4,50.0,2.5,264.5,5.5
22.05,50.75,3.15,176.75,1.1
21.7,51.5,3.8,89.0,1.1
21.35,52.25,4.449999999999999,66.75,1.1
21.0,53.0,5.1,0.0,1.1
20.75,53.75,4.975,0.0,1.1
20.5,54.5,4.85,0.0,1.1
20.25,55.25,4.725,0.0,1.1
20.0,56.0,4.6,0.0,1.1
19.75,58.0,4.199999999999999,0.0,0.0
19.5,60.0,3.8,0.0,0.0
19.25,62.0,3.4,0.0,0.0
19.0,64.0,3.0,0.0,0.0
19.0,63.0,3.275,0.0,0.0
19.0,62.0,3.55,0.0,0.0
19.0,61.0,3.825,0.0,0.0
19.0,60.0,4.1,0.0,0.0
19.0,60.0,4.1,0.0,0.0
19.0,60.0,4.1,0.0,0.0
19.0,60.0,4.1,0.0,0.0
19.0,60.0,4.1,0.0,0.0
18.25,65.5,3.975,0.0,0.0
17.5,71.0,3.85,0.0,0.0
16.75,76.5,3.725,0.0,0.0
16.0,82.0,3.6,0.0,0.0
16.0,80.75,3.85,0.0,0.0
16.0,79.5,4.1,0.0,0.0
16.0,78.25,4.35,0.0,0.0
16.0,77.0,4.6,0.0,0.0
15.75,78.25,4.475,0.0,0.0
15.5,79.5,4.35,0.0,0.0
15.25,80.75,4.225,0.0,0.0
15.0,82.0,4.1,0.0,0.0
14.75,83.5,3.975,0.0,0.0
14.5,85.0,3.85,0.0,0.0
14.25,86.5,3.725,0.0,0.0
14.0,88.0,3.6,0.0,0.0
14.0,88.0,3.725,0.0,0.0
14.0,88.0,3.85,0.0,0.0
14.0,88.0,3.975,0.0,0.0
14.0,88.0,4.1,57.5,0.0
14.0,89.5,4.1,86.25,0.0
14.0,91.0,4.1,115.0,0.0
14.0,92.5,4.1,204.25,0.0
14.0,94.0,4.1,293.5,0.0
14.5,89.75,4.35,382.75,0.0
15.0,85.5,4.6,472.0,0.0
15.5,81.25,4.85,521.0,0.0
16.0,77.0,5.1,570.0,0.0
16.75,74.75,5.35,619.0,0.0
17.5,72.5,5.6,668.0,0.0
18.25,70.25,5.85,696.75,0.0
19.0,68.0,6.1,725.5,0.0
19.5,66.0,6.225,754.25,11.0
20.0,64.0,6.35,783.0,11.0
20.5,62.0,6.475,808.25,11.0
21.0,60.0,6.6,833.5,11.0
21.5,59.25,6.35,858.75,11.0
22.0,58.5,6.1,884.0,11.0
22.5,57.75,5.85,898.25,11.0
23.0,57.0,5.6,912.5,11.0
23.175,56.5,5.475,926.75,11.0
23.35,56.0,5.35,941.0,11.0
23.525,55.5,5.225,950.75,11.0
23.7,55.0,5.1,960.5,11.0
23.775,54.75,4.725,970.25,8.8
23.85,54.5,4.35,980.0,8.8
23.925,54.25,3.975,983.75,8.8
24.0,54.0,3.6,987.5,8.8
24.275,53.5,4.225,991.25,4.4
24.55,53.0,4.85,995.0,4.4
24.825,52.5,5.475,989.5,4.4
25.1,52.0,6.1,984.0,4.4
25.325,51.75,5.975,978.5,8.8
25.55,51.5,5.85,973.0,8.8
25.775,51.25,5.725,966.0,8.8
26.0,51.0,5.6,959.0,8.8
26.25,49.5,5.725,952.0,11.0
26.5,48.0,5.85,945.0,11.0
26.75,46.5,5.975,928.25,11.0
27.0,45.0,6.1,911.5,11.0
27.0,46.5,5.975,894.75,11.0
27.0,48.0,5.85,878.0,11.0
27.0,49.5,5.725,852.25,11.0
27.0,51.0,5.6,826.5,11.0
26.75,51.75,5.6,800.75,11.0
26.5,52.5,5.6,775.0,11.0
26.25,53.25,5.6,736.25,11.0
26.0,54.0,5.6,697.5,11.0
26.0,54.0,5.225,658.75,11.0
26.0,54.0,4.85,620.0,11.0
26.0,54.0,4.475,566.5,11.0
26.0,54.0,4.1,513.0,11.0
25.5,55.75,3.975,459.5,5.5
25.0,57.5,3.85,406.0,5.5
24.5,59.25,3.725,326.75,5.5
24.0,61.0,3.6,247.5,5.5
23.75,63.0,3.45,168.25,1.1
23.5,65.0,3.3,89.0,1.1
23.25,67.0,3.15,66.75,1.1
23.0,69.0,3.0,0.0,1.1
23.0,69.0,3.15,0.0,1.1
23.0,69.0,3.3,0.0,1.1
23.0,69.0,3.45,0.0,1.1
23.0,69.0,3.6,0.0,1.1
22.75,65.0,3.725,0.0,0.0
22.5,61.0,3.85,0.0,0.0
22.25,57.0,3.975,0.0,0.0
22.0,53.0,4.1,0.0,0.0
22.0,53.0,4.35,0.0,0.0
22.0,53.0,4.6,0.0,0.0
22.0,53.0,4.85,0.0,0.0
22.0,53.0,5.1,0.0,0.0
21.0,61.75,4.85,0.0,0.0
20.0,70.5,4.6,0.0,0.0
19.0,79.25,4.35,0.0,0.0
18.0,88.0,4.1,0.0,0.0
17.75,88.0,4.225,0.0,0.0
17.5,88.0,4.35,0.0,0.0
17.25,88.0,4.475,0.0,0.0
17.0,88.0,4.6,0.0,0.0
17.0,88.0,4.725,0.0,0.0
17.0,88.0,4.85,0.0,0.0
17.0,88.0,4.975,0.0,0.0
17.0,88.0,5.1,0.0,0.0
16.75,89.5,4.85,0.0,0.0
16.5,91.0,4.6,0.0,0.0
16.25,92.5,4.35,0.0,0.0
16.0,94.0,4.1,0.0,0.0
15.75,94.0,3.825,0.0,0.0
15.5,94.0,3.55,0.0,0.0
15.25,94.0,3.275,0.0,0.0
15.0,94.0,3.0,0.0,0.0
14.85,94.25,3.15,0.0,0.0
14.7,94.5,3.3,0.0,0.0
14.55,94.75,3.45,0.0,0.0
14.4,95.0,3.6,15.0,0.0
14.35,94.75,3.45,22.5,0.0
14.3,94.5,3.3,30.0,0.0
14.25,94.25,3.15,131.75,0.0
14.2,94.0,3.0,233.5,0.0
14.375,93.0,3.525,335.25,0.0
14.55,92.0,4.05,437.0,0.0
14.725,91.0,4.574999999999999,489.0,0.0
14.9,90.0,5.1,541.0,0.0
15.175,88.0,4.725,593.0,0.0
15.45,86.0,4.35,645.0,0.0
15.725,84.0,3.975,676.25,0.0
16.0,82.0,3.6,707.5,0.0
16.25,80.75,3.6,738.75,0.0
16.5,79.5,3.6,770.0,0.0
16.75,78.25,3.6,793.25,0.0
17.0,77.0,3.6,816.5,0.0
17.25,77.0,3.325,839.75,0.0
17.5,77.0,3.05,863.0,0.0
17.75,77.0,2.775,882.0,0.0
18.0,77.0,2.5,901.0,0.0
18.25,76.0,2.25,920.0,0.0
18.5,75.0,2.0,939.0,0.0
18.75,74.0,1.75,936.25,0.0
19.0,73.0,1.5,933.5,0.0
19.0,73.0,1.5,930.75,0.0
19.0,73.0,1.5,928.0,0.0
19.0,73.0,1.5,933.0,0.0
19.0,73.0,1.5,938.0,0.0
19.0,74.25,2.025,943.0,0.0
19.0,75.5,2.55,948.0,0.0
19.0,76.75,3.075,945.0,0.0
19.0,78.0,3.6,942.0,0.0
19.25,78.0,3.725,939.0,0.0
19.5,78.0,3.85,936.0,0.0
19.75,78.0,3.975,924.75,0.0
20.0,78.0,4.1,913.5,0.0
20.5,75.75,3.975,902.25,0.0
21.0,73.5,3.85,891.0,0.0
21.5,71.25,3.725,866.0,0.0
22.0,69.0,3.6,841.0,0.0
22.0,70.0,3.725,816.0,0.0
22.0,71.0,3.85,791.0,0.0
22.0,72.0,3.975,762.75,0.0
22.0,73.0,4.1,734.5,0.0
22.0,73.0,4.1,706.25,0.0
22.0,73.0,4.1,678.0,0.0
22.0,73.0,4.1,636.25,0.0
22.0,73.0,4.1,594.5,0.0
22.0,73.0,4.35,552.75,0.0
22.0,73.0,4.6,511.0,0.0
22.0,73.0,4.85,411.5,0.0
22.0,73.0,5.1,312.0,0.0
21.75,74.25,4.975,212.5,0.0
21.5,75.5,4.85,113.0,0.0
21.25,76.75,4.725,101.0,0.0
21.0,78.0,4.6,89.0,0.0
20.75,79.25,4.475,77.0,0.0
20.5,80.5,4.35,65.0,0.0
20.25,81.75,4.225,48.75,0.0
20.0,83.0,4.1,0.0,0.0
19.75,84.25,3.975,0.0,0.0
19.5,85.5,3.85,0.0,0.0
19.25,86.75,3.725,0.0,0.0
19.0,88.0,3.6,0.0,0.0
18.5,89.5,3.85,0.0,0.0
18.0,91.0,4.1,0.0,0.0
17.5,92.5,4.35,0.0,0.0
17.0,94.0,4.6,0.0,0.0
16.75,94.0,4.475,0.0,0.0
16.5,94.0,4.35,0.0,0.0
16.25,94.0,4.225,0.0,0.0
16.0,94.0,4.1,0.0,0.0
16.0,92.5,4.1,0.0,0.0
16.0,91.0,4.1,0.0,0.0
16.0,89.5,4.1,0.0,0.0
16.0,88.0,4.1,0.0,0.0
15.75,88.0,4.1,0.0,0.0
15.5,88.0,4.1,0.0,0.0
15.25,88.0,4.1,0.0,0.0
15.0,88.0,4.1,0.0,0.0
14.75,89.5,3.975,0.0,0.0
14.5,91.0,3.85,0.0,0.0
14.25,92.5,3.725,0.0,0.0
14.0,94.0,3.6,0.0,0.0
14.0,94.0,3.45,0.0,0.0
14.0,94.0,3.3,0.0,0.0
14.0,94.0,3.15,0.0,0.0
14.0,94.0,3.0,0.0,0.0
14.0,91.0,3.15,0.0,0.0
14.0,88.0,3.3,0.0,0.0
14.0,85.0,3.45,0.0,0.0
14.0,82.0,3.6,0.0,0.0
14.0,82.0,3.6,0.0,0.0
14.0,82.0,3.6,0.0,0.0
14.0,82.0,3.6,0.0,0.0
14.0,82.0,3.6,7.5,0.0
13.75,80.75,3.85,11.25,0.0
13.5,79.5,4.1,15.0,0.0
13.25,78.25,4.35,19.0,0.0
13.0,77.0,4.6,23.0,0.0
13.25,77.0,4.475,27.0,0.0
13.5,77.0,4.35,31.0,0.0
13.75,77.0,4.225,45.5,0.0
14.0,77.0,4.1,60.0,0.0
14.5,72.5,3.975,74.5,0.0
15.0,68.0,3.85,89.0,0.0
15.5,63.5,3.725,97.75,0.0
16.0,59.0,3.6,106.5,0.0
16.25,59.0,3.45,115.25,0.0
16.5,59.0,3.3,124.0,0.0
16.75,59.0,3.15,185.25,0.0
17.0,59.0,3.0,246.5,0.0
17.25,58.25,3.275,307.75,0.0
17.5,57.5,3.55,369.0,0.0
17.75,56.75,3.825,368.75,0.0
18.0,56.0,4.1,368.5,0.0
18.0,56.0,4.6,368.25,0.0
18.0,56.0,5.1,368.0,0.0
18.0,56.0,5.6,357.0,0.0
18.0,56.0,6.1,346.0,0.0
18.0,55.0,5.324999999999999,335.0,0.0
18.0,54.0,4.55,324.0,0.0
18.0,53.0,3.775,342.5,0.0
18.0,52.0,3.0,361.0,0.0
18.5,51.25,3.525,379.5,0.0
19.0,50.5,4.05,398.0,0.0
19.5,49.75,4.574999999999999,472.25,0.0
20.0,49.0,5.1,546.5,0.0
20.0,49.0,5.1,620.75,0.0
20.0,49.0,5.1,695.0,0.0
20.0,49.0,5.1,665.75,0.0
20.0,49.0,5.1,636.5,0.0
20.0,50.0,5.35,607.25,0.0
20.0,51.0,5.6,578.0,0.0
20.0,52.0,5.85,512.0,0.0
20.0,53.0,6.1,446.0,0.0
20.0,52.0,5.85,380.0,0.0
20.0,51.0,5.6,314.0,0.0
20.0,50.0,5.35,296.25,0.0
20.0,49.0,5.1,278.5,0.0
20.25,48.25,5.625,260.75,0.0
20.5,47.5,6.15,243.0,0.0
20.75,46.75,6.675000000000001,219.75,0.0
21.0,46.0,7.2,196.5,0.0
20.75,46.75,6.925000000000001,173.25,0.0
20.5,47.5,6.65,150.0,0.0
20.25,48.25,6.374999999999999,168.0,0.0
20.0,49.0,6.1,186.0,0.0
19.75,49.0,5.975,204.0,0.0
19.5,49.0,5.85,222.0,0.0
19.25,49.0,5.725,185.75,0.0
19.0,49.0,5.6,149.5,0.0
18.75,49.75,5.475,113.25,0.0
18.5,50.5,5.35,77.0,0.0
18.25,51.25,5.225,57.75,0.0
18.0,52.0,5.1,0.0,0.0
17.75,52.75,4.85,0.0,0.0
17.5,53.5,4.6,0.0,0.0
17.25,54.25,4.35,0.0,0.0
17.0,55.0,4.1,0.0,0.0
17.0,55.0,4.225,0.0,0.0
17.0,55.0,4.35,0.0,0.0
17.0,55.0,4.475,0.0,0.0
17.0,55.0,4.6,0.0,0.0
17.0,54.25,4.725,0.0,0.0
17.0,53.5,4.85,0.0,0.0
17.0,52.75,4.975,0.0,0.0
17.0,52.0,5.1,0.0,0.0
16.75,56.0,4.975,0.0,0.0
16.5,60.0,4.85,0.0,0.0
16.25,64.0,4.725,0.0,0.0
16.0,68.0,4.6,0.0,0.0
15.75,67.75,4.199999999999999,0.0,0.0
15.5,67.5,3.8,0.0,0.0
15.25,67.25,3.4,0.0,0.0
15.0,67.0,3.0,0.0,0.0
14.75,69.5,2.875,0.0,0.0
14.5,72.0,2.75,0.0,0.0
14.25,74.5,2.625,0.0,0.0
14.0,77.0,2.5,0.0,0.0
13.5,79.75,2.375,0.0,0.0
13.0,82.5,2.25,0.0,0.0
12.5,85.25,2.125,0.0,0.0
12.0,88.0,2.0,0.0,0.0
12.25,88.0,2.0,0.0,0.0
12.5,88.0,2.0,0.0,0.0
12.75,88.0,2.0,0.0,0.0
13.0,88.0,2.0,0.0,0.0
13.0,86.5,2.25,0.0,0.0
13.0,85.0,2.5,0.0,0.0
13.0,83.5,2.75,0.0,0.0
13.0,82.0,3.0,23.5,0.0
13.0,83.5,3.275,35.25,0.0
13.0,85.0,3.55,47.0,0.0
13.0,86.5,3.825,149.0,0.0
13.0,88.0,4.1,251.0,0.0
