,zone temperature,Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Total Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1),control signal
2480,20.56362403919237,20.0,83.0,4.1,0.0,0.0,8.0
2481,21.92778286228737,19.75,84.25,3.975,0.0,0.0,2.0
2482,20.52373196037634,19.5,85.5,3.85,0.0,0.0,1.0
2483,19.98554761649304,19.25,86.75,3.725,0.0,0.0,0.0
2484,20.38672001556455,19.0,88.0,3.6,0.0,0.0,6.0
2485,21.06300180151022,18.5,89.5,3.85,0.0,0.0,0.0
2486,20.990677051106,18.0,91.0,4.1,0.0,0.0,3.0
2487,20.80488185399379,17.5,92.5,4.35,0.0,0.0,6.0
2488,20.99682858114808,17.0,94.0,4.6,0.0,0.0,2.0
2489,20.87353363019704,16.75,94.0,4.475,0.0,0.0,7.0
2490,22.0340501254177,16.5,94.0,4.35,0.0,0.0,7.0
2491,21.9999102388961,16.25,94.0,4.225,0.0,0.0,7.0
2492,21.99992245895503,16.0,94.0,4.1,0.0,0.0,0.0
2493,21.44956229203317,16.0,92.5,4.1,0.0,0.0,4.0
2494,21.13806376550567,16.0,91.0,4.1,0.0,0.0,1.0
2495,20.87657755342767,16.0,89.5,4.1,0.0,0.0,6.0
2496,20.99424303382275,16.0,88.0,4.1,0.0,0.0,2.0
2497,20.85141373780893,15.75,88.0,4.1,0.0,0.0,7.0
2498,22.03441700266659,15.5,88.0,4.1,0.0,0.0,7.0
2499,22.00026649881381,15.25,88.0,4.1,0.0,0.0,5.0
2500,21.35975976597952,15.0,88.0,4.1,0.0,0.0,5.0
2501,21.00006010103353,14.75,89.5,3.975,0.0,0.0,5.0
2502,20.59886482526244,14.5,91.0,3.85,0.0,0.0,1.0
2503,20.42414024038638,14.25,92.5,3.725,0.0,0.0,5.0
2504,20.33645504203274,14.0,94.0,3.6,0.0,0.0,9.0
2505,20.99505279392434,14.0,94.0,3.45,0.0,0.0,7.0
2506,21.9954938763025,14.0,94.0,3.3,0.0,0.0,7.0
2507,22.00026010498699,14.0,94.0,3.15,0.0,0.0,0.0
2508,21.24847868438454,14.0,94.0,3.0,0.0,0.0,6.0
2509,20.9987645930902,14.0,91.0,3.15,0.0,0.0,8.0
2510,21.9956983138567,14.0,88.0,3.3,0.0,0.0,0.0
2511,21.18458625109325,14.0,85.0,3.45,0.0,0.0,4.0
2512,20.64189821967801,14.0,82.0,3.6,0.0,0.0,1.0
2513,20.39638752336399,14.0,82.0,3.6,0.0,0.0,6.0
2514,20.99568832227535,14.0,82.0,3.6,0.0,0.0,4.0
2515,20.590958615098,14.0,82.0,3.6,0.0,0.0,2.0
2516,20.29896469388674,14.0,82.0,3.6,7.5,0.0,8.0
2517,21.91189441678756,13.75,80.75,3.85,11.25,0.0,7.0
2518,22.00049614270577,13.5,79.5,4.1,15.0,0.0,8.0
2519,22.00101185757397,13.25,78.25,4.35,19.0,0.0,2.0
2520,21.2489811442215,13.0,77.0,4.6,23.0,0.0,8.0
2521,21.99490489842439,13.25,77.0,4.475,27.0,0.0,2.0
2522,21.30042590484462,13.5,77.0,4.35,31.0,0.0,1.0
2523,20.93580308660204,13.75,77.0,4.225,45.5,0.0,9.0
2524,20.99918630136801,14.0,77.0,4.1,60.0,0.0,8.0
2525,21.99579084141783,14.5,72.5,3.975,74.5,0.0,3.0
2526,21.34976692452534,15.0,68.0,3.85,89.0,0.0,8.0
2527,21.99504859002515,15.5,63.5,3.725,97.75,0.0,5.0
2528,21.50877009223753,16.0,59.0,3.6,106.5,0.0,3.0
2529,21.13796788240375,16.25,59.0,3.45,115.25,0.0,5.0
2530,21.03199182320003,16.5,59.0,3.3,124.0,0.0,3.0
2531,21.08554104696783,16.75,59.0,3.15,185.25,0.0,7.0
2532,22.0132026058423,17.0,59.0,3.0,246.5,0.0,0.0
2533,22.03868423614272,17.25,58.25,3.275,307.75,0.0,1.0
2534,21.87404691070778,17.5,57.5,3.55,369.0,0.0,5.0
2535,21.98157683733153,17.75,56.75,3.825,368.75,0.0,4.0
2536,22.12832599450574,18.0,56.0,4.1,368.5,0.0,0.0
2537,22.24899096641572,18.0,56.0,4.6,368.25,0.0,9.0
2538,21.03520381682539,18.0,56.0,5.1,368.0,0.0,5.0
2539,21.76782307147019,18.0,56.0,5.6,357.0,0.0,2.0
2540,22.03018014297498,18.0,56.0,6.1,346.0,0.0,3.0
2541,22.22009372561704,18.0,55.0,5.324999999999999,335.0,0.0,9.0
2542,21.03424980563893,18.0,54.0,4.55,324.0,0.0,1.0
2543,21.80306626115391,18.0,53.0,3.775,342.5,0.0,4.0
2544,22.10734014294711,18.0,52.0,3.0,361.0,0.0,2.0
2545,22.36479770178262,18.5,51.25,3.525,379.5,0.0,7.0
2546,22.62542445589004,19.0,50.5,4.05,398.0,0.0,5.0
2547,21.47366729012008,19.5,49.75,4.574999999999999,472.25,0.0,5.0
2548,21.10409316511208,20.0,49.0,5.1,546.5,0.0,0.0
2549,20.96681206799844,20.0,49.0,5.1,620.75,0.0,1.0
2550,20.87138973601125,20.0,49.0,5.1,695.0,0.0,8.0
2551,21.94639042398826,20.0,49.0,5.1,665.75,0.0,6.0
2552,21.23197471428669,20.0,49.0,5.1,636.5,0.0,4.0
2553,21.00106389060133,20.0,50.0,5.35,607.25,0.0,5.0
2554,20.88144768409546,20.0,51.0,5.6,578.0,0.0,2.0
2555,20.79923213526878,20.0,52.0,5.85,512.0,0.0,0.0
2556,20.70979539475244,20.0,53.0,6.1,446.0,0.0,0.0
2557,20.61492294223604,20.0,52.0,5.85,380.0,0.0,3.0
2558,20.50745661676395,20.0,51.0,5.6,314.0,0.0,1.0
2559,20.41484412570276,20.0,50.0,5.35,296.25,0.0,7.0
2560,21.90454139288671,20.0,49.0,5.1,278.5,0.0,8.0
2561,21.99175987563609,20.25,48.25,5.625,260.75,0.0,0.0
2562,20.96301333659351,20.5,47.5,6.15,243.0,0.0,3.0
2563,20.58177666996318,20.75,46.75,6.675000000000001,219.75,0.0,8.0
2564,21.93257920453771,21.0,46.0,7.2,196.5,0.0,5.0
2565,20.83827613280364,20.75,46.75,6.925000000000001,173.25,0.0,1.0
2566,20.32401207380613,20.5,47.5,6.65,150.0,0.0,4.0
2567,20.13402041568797,20.25,48.25,6.374999999999999,168.0,0.0,6.0
2568,20.93390588886918,20.0,49.0,6.1,186.0,0.0,2.0
2569,20.10305127031932,19.75,49.0,5.975,204.0,0.0,6.0
2570,20.93154652205772,19.5,49.0,5.85,222.0,0.0,7.0
2571,21.90770519261776,19.25,49.0,5.725,185.75,0.0,7.0
2572,21.9994313633218,19.0,49.0,5.6,149.5,0.0,7.0
2573,22.00013756715455,18.75,49.75,5.475,113.25,0.0,6.0
2574,21.72499481131279,18.5,50.5,5.35,77.0,0.0,4.0
2575,21.463509780836,18.25,51.25,5.225,57.75,0.0,8.0
2576,21.99542085138902,18.0,52.0,5.1,0.0,0.0,4.0
2577,21.80561958139655,17.75,52.75,4.85,0.0,0.0,9.0
2578,21.02734578271899,17.5,53.5,4.6,0.0,0.0,1.0
2579,20.89069161708267,17.25,54.25,4.35,0.0,0.0,4.0
2580,20.92623136245005,17.0,55.0,4.1,0.0,0.0,4.0
2581,20.89532880878739,17.0,55.0,4.225,0.0,0.0,0.0
2582,20.81173678310995,17.0,55.0,4.35,0.0,0.0,4.0
2583,20.73996707109206,17.0,55.0,4.475,0.0,0.0,9.0
2584,20.99620718444479,17.0,55.0,4.6,0.0,0.0,7.0
2585,22.00659581706727,17.0,54.25,4.725,0.0,0.0,8.0
2586,22.00009554217284,17.0,53.5,4.85,0.0,0.0,4.0
2587,21.4518512060942,17.0,52.75,4.975,0.0,0.0,3.0
2588,21.1568601055009,17.0,52.0,5.1,0.0,0.0,5.0
2589,20.91191279347769,16.75,56.0,4.975,0.0,0.0,0.0
2590,20.74673622459971,16.5,60.0,4.85,0.0,0.0,3.0
2591,20.65068811641665,16.25,64.0,4.725,0.0,0.0,4.0
2592,20.57167984290458,16.0,68.0,4.6,0.0,0.0,8.0
2593,21.94727217565618,15.75,67.75,4.199999999999999,0.0,0.0,5.0
2594,21.06439580081937,15.5,67.5,3.8,0.0,0.0,8.0
2595,21.9924835309181,15.25,67.25,3.4,0.0,0.0,4.0
2596,21.05189009623696,15.0,67.0,3.0,0.0,0.0,5.0
2597,20.43039253325089,14.75,69.5,2.875,0.0,0.0,6.0
2598,20.98380478498142,14.5,72.0,2.75,0.0,0.0,3.0
2599,20.43254987551403,14.25,74.5,2.625,0.0,0.0,4.0
2600,19.98138167328859,14.0,77.0,2.5,0.0,0.0,0.0
2601,19.7279520114748,13.5,79.75,2.375,0.0,0.0,2.0
2602,19.55207032265419,13.0,82.5,2.25,0.0,0.0,7.0
2603,21.75555423002758,12.5,85.25,2.125,0.0,0.0,0.0
2604,20.43319504328275,12.0,88.0,2.0,0.0,0.0,0.0
2605,19.86528180728762,12.25,88.0,2.0,0.0,0.0,4.0
2606,19.59678267820795,12.5,88.0,2.0,0.0,0.0,3.0
2607,19.34730969765471,12.75,88.0,2.0,0.0,0.0,1.0
2608,19.18662198139328,13.0,88.0,2.0,0.0,0.0,5.0
2609,19.98032103208449,13.0,86.5,2.25,0.0,0.0,4.0
2610,19.42961775178387,13.0,85.0,2.5,0.0,0.0,5.0
2611,19.97345338778106,13.0,83.5,2.75,0.0,0.0,7.0
2612,21.8171513393041,13.0,82.0,3.0,23.5,0.0,8.0
2613,21.99559863346004,13.0,83.5,3.275,35.25,0.0,0.0
2614,20.69066048624564,13.0,85.0,3.55,47.0,0.0,9.0
2615,20.9220969805719,13.0,86.5,3.825,149.0,0.0,8.0
2616,21.984502399949,13.0,88.0,4.1,251.0,0.0,2.0
2617,20.92404277912,13.75,84.0,4.1,353.0,0.0,2.0
2618,20.42130878166264,14.5,80.0,4.1,455.0,0.0,0.0
2619,20.4260245492879,15.25,76.0,4.1,510.5,0.0,9.0
2620,20.99905754116898,16.0,72.0,4.1,566.0,0.0,6.0
2621,20.99998123664529,16.25,72.0,4.35,621.5,0.0,4.0
2622,20.97853094451915,16.5,72.0,4.6,677.0,0.0,8.0
2623,21.99811900940853,16.75,72.0,4.85,710.75,0.0,6.0
2624,21.72378805694691,17.0,72.0,5.1,744.5,0.0,4.0
2625,22.52487981067176,17.5,69.0,5.1,778.25,11.0,9.0
2626,21.08123822704568,18.0,66.0,5.1,812.0,11.0,3.0
2627,22.70784773312185,18.5,63.0,5.1,828.25,11.0,7.0
2628,22.92591228691905,19.0,60.0,5.1,844.5,11.0,3.0
2629,22.67535027641753,19.25,57.25,5.35,860.75,11.0,8.0
2630,22.01204848297314,19.5,54.5,5.6,877.0,11.0,0.0
2631,22.51063167497627,19.75,51.75,5.85,895.0,11.0,3.0
2632,22.72506249113119,20.0,49.0,6.1,913.0,11.0,4.0
2633,22.8530824697408,20.0,49.0,5.85,931.0,11.0,8.0
2634,22.04067457632175,20.0,49.0,5.6,949.0,11.0,7.0
2635,22.21494049435429,20.0,49.0,5.35,959.0,11.0,7.0
2636,22.17658913680896,20.0,49.0,5.1,969.0,11.0,0.0
2637,22.78581236126167,20.0,49.0,5.1,979.0,8.8,4.0
2638,23.01403421072688,20.0,49.0,5.1,989.0,8.8,0.0
2639,23.15247966025093,20.0,49.0,5.1,992.5,8.8,5.0
2640,23.21962353385662,20.0,49.0,5.1,996.0,8.8,9.0
2641,21.29569439531181,20.25,49.0,5.225,999.5,4.4,3.0
2642,22.69503468295736,20.5,49.0,5.35,1003.0,4.4,2.0
2643,23.19000474811048,20.75,49.0,5.475,999.25,4.4,4.0
2644,23.38445877409265,21.0,49.0,5.6,995.5,4.4,6.0
2645,23.39376088424669,21.25,48.25,4.949999999999999,991.75,8.8,2.0
2646,23.37823376862221,21.5,47.5,4.3,988.0,8.8,7.0
2647,22.68522143309576,21.75,46.75,3.65,974.5,8.8,6.0
2648,23.21709266741184,22.0,46.0,3.0,961.0,8.8,3.0
2649,23.36480752755372,22.25,46.25,3.525,947.5,11.0,0.0
2650,23.46686545625477,22.5,46.5,4.05,934.0,11.0,1.0
2651,23.52842524903837,22.75,46.75,4.574999999999999,917.25,11.0,8.0
2652,22.14555094194735,23.0,47.0,5.1,900.5,11.0,7.0
2653,22.71629695360273,23.0,46.25,5.35,883.75,11.0,9.0
2654,21.33360558859333,23.0,45.5,5.6,867.0,11.0,0.0
2655,22.66066152435026,23.0,44.75,5.85,847.75,11.0,9.0
2656,21.25759923903439,23.0,44.0,6.1,828.5,11.0,9.0
2657,21.01929311948834,22.75,44.5,5.6,809.25,11.0,7.0
2658,22.1458001336281,22.5,45.0,5.1,790.0,11.0,2.0
2659,22.6443349795137,22.25,45.5,4.6,752.25,11.0,6.0
2660,22.75383727575986,22.0,46.0,4.1,714.5,11.0,1.0
2661,22.85253235141853,21.75,47.75,3.975,676.75,11.0,6.0
2662,22.60132735549757,21.5,49.5,3.85,639.0,11.0,0.0
2663,22.72639988228777,21.25,51.25,3.725,588.25,11.0,8.0
2664,22.01934269142087,21.0,53.0,3.6,537.5,11.0,7.0
2665,22.0014870716348,21.0,53.0,3.6,486.75,5.5,1.0
2666,21.88948656462359,21.0,53.0,3.6,436.0,5.5,8.0
2667,21.98453321966874,21.0,53.0,3.6,348.25,5.5,4.0
2668,21.66266231201641,21.0,53.0,3.6,260.5,5.5,4.0
2669,21.18670011854907,20.75,53.75,3.725,172.75,1.1,7.0
2670,21.96100403002302,20.5,54.5,3.85,85.0,1.1,1.0
2671,20.86778251133815,20.25,55.25,3.975,63.75,1.1,4.0
2672,20.57178703172059,20.0,56.0,4.1,0.0,1.1,5.0
2673,20.26300731895176,19.75,58.0,4.1,0.0,1.1,0.0
2674,19.96647616702271,19.5,60.0,4.1,0.0,1.1,5.0
2675,19.99531856862411,19.25,62.0,4.1,0.0,1.1,2.0
2676,20.40288494551879,19.0,64.0,4.1,0.0,1.1,2.0
2677,20.59292740647319,18.75,65.0,4.225,0.0,0.0,8.0
2678,21.96130698510665,18.5,66.0,4.35,0.0,0.0,4.0
2679,21.31033340308532,18.25,67.0,4.475,0.0,0.0,8.0
2680,21.9942364586165,18.0,68.0,4.6,0.0,0.0,4.0
2681,21.4299392860752,17.75,70.25,4.199999999999999,0.0,0.0,4.0
2682,20.93127791889135,17.5,72.5,3.8,0.0,0.0,3.0
2683,20.70171045461744,17.25,74.75,3.4,0.0,0.0,6.0
2684,20.99507234131862,17.0,77.0,3.0,0.0,0.0,9.0
2685,20.9999641617383,17.0,75.75,2.875,0.0,0.0,4.0
2686,20.66414310879764,17.0,74.5,2.75,0.0,0.0,8.0
2687,21.99515177840851,17.0,73.25,2.625,0.0,0.0,2.0
2688,21.23244862436722,17.0,72.0,2.5,0.0,0.0,9.0
2689,21.00522218910591,16.25,77.5,3.275,0.0,0.0,5.0
2690,20.64849656683462,15.5,83.0,4.05,0.0,0.0,8.0
2691,21.98301050862257,14.75,88.5,4.824999999999999,0.0,0.0,8.0
2692,21.99984145787774,14.0,94.0,5.6,0.0,0.0,5.0
2693,21.06411314311627,14.0,92.5,4.949999999999999,0.0,0.0,0.0
2694,20.54587393228268,14.0,91.0,4.3,0.0,0.0,4.0
2695,20.25567351227129,14.0,89.5,3.65,0.0,0.0,7.0
2696,21.89253352177653,14.0,88.0,3.0,0.0,0.0,6.0
2697,21.02975761864226,14.0,89.5,2.875,0.0,0.0,9.0
2698,21.00023320687313,14.0,91.0,2.75,0.0,0.0,8.0
2699,21.98985242741648,14.0,92.5,2.625,0.0,0.0,5.0
2700,20.9135176029547,14.0,94.0,2.5,0.0,0.0,7.0
2701,21.988956210728,14.0,94.0,2.375,0.0,0.0,7.0
2702,21.99987748946516,14.0,94.0,2.25,0.0,0.0,9.0
2703,21.02198479619966,14.0,94.0,2.125,0.0,0.0,3.0
2704,20.50987936211449,14.0,94.0,2.0,0.0,0.0,1.0
2705,20.19495419017149,14.0,94.0,2.0,0.0,0.0,7.0
2706,21.88065402093737,14.0,94.0,2.0,0.0,0.0,9.0
2707,21.02002986947193,14.0,94.0,2.0,0.0,0.0,7.0
2708,21.98112037525235,14.0,94.0,2.0,23.5,0.0,6.0
2709,21.14853288501891,14.0,94.0,2.4,35.25,0.0,7.0
2710,21.98369406527127,14.0,94.0,2.8,47.0,0.0,7.0
2711,21.99995002427954,14.0,94.0,3.2,140.25,0.0,8.0
2712,21.99995346877606,14.0,94.0,3.6,233.5,0.0,7.0
2713,21.9999739237951,14.25,92.5,3.45,326.75,0.0,6.0
2714,21.37812656784858,14.5,91.0,3.3,420.0,0.0,6.0
2715,21.01514728209094,14.75,89.5,3.15,473.25,0.0,5.0
2716,20.9685151442456,15.0,88.0,3.0,526.5,0.0,5.0
2717,20.98383358626179,15.0,88.0,3.275,579.75,0.0,2.0
2718,21.02168719885149,15.0,88.0,3.55,633.0,0.0,4.0
2719,21.09629324446649,15.0,88.0,3.825,639.25,0.0,8.0
2720,21.98765905961592,15.0,88.0,4.1,645.5,0.0,6.0
2721,22.33751370037417,15.0,89.5,3.7,651.75,11.0,6.0
2722,22.87443861391155,15.0,91.0,3.3,658.0,11.0,3.0
2723,23.33402541650681,15.0,92.5,2.9,708.25,11.0,3.0
2724,23.72712510368811,15.0,94.0,2.5,758.5,11.0,7.0
2725,22.99982118096266,15.25,91.0,2.625,808.75,11.0,0.0
2726,24.25275483919017,15.5,88.0,2.75,859.0,11.0,1.0
2727,24.97488880552749,15.75,85.0,2.875,855.0,11.0,7.0
2728,23.12618054506718,16.0,82.0,3.0,851.0,11.0,6.0
2729,23.97132560488837,16.25,83.5,2.875,847.0,11.0,7.0
2730,23.05323857317386,16.5,85.0,2.75,843.0,11.0,8.0
2731,22.06863757815006,16.75,86.5,2.625,846.5,11.0,5.0
2732,24.35458233138624,17.0,88.0,2.5,850.0,11.0,9.0
2733,21.61014141663198,17.0,86.5,2.5,853.5,8.8,4.0
2734,24.0723261200466,17.0,85.0,2.5,857.0,8.8,3.0
2735,25.30673516979256,17.0,83.5,2.5,857.0,8.8,8.0
2736,22.36096294295084,17.0,82.0,2.5,857.0,8.8,0.0
2737,24.62487543283665,17.25,80.75,2.775,857.0,4.4,9.0
2738,21.50240486612941,17.5,79.5,3.05,857.0,4.4,7.0
2739,22.91993648553726,17.75,78.25,3.325,879.5,4.4,4.0
2740,24.66695168112533,18.0,77.0,3.6,902.0,4.4,2.0
2741,25.74196702123431,18.0,76.0,3.325,924.5,8.8,8.0
2742,22.45552624179924,18.0,75.0,3.05,947.0,8.8,0.0
2743,24.90928333084816,18.0,74.0,2.775,907.0,8.8,8.0
2744,22.46449421703872,18.0,73.0,2.5,867.0,8.8,6.0
2745,23.8973978233617,18.75,72.0,2.25,827.0,11.0,5.0
2746,23.63213063888498,19.5,71.0,2.0,787.0,11.0,8.0
2747,22.16793516526852,20.25,70.0,1.75,655.25,11.0,8.0
2748,22.02311335196918,21.0,69.0,1.5,523.5,11.0,3.0
2749,22.75836679642443,21.05,67.75,1.775,391.75,11.0,9.0
2750,21.22657327505293,21.1,66.5,2.05,260.0,11.0,6.0
2751,22.3194042222842,21.15,65.25,2.325,307.75,11.0,8.0
2752,22.02445156893549,21.2,64.0,2.6,355.5,11.0,1.0
2753,22.48625167821684,21.15,63.0,2.85,403.25,11.0,1.0
2754,22.64367642623559,21.1,62.0,3.1,451.0,11.0,8.0
2755,22.02085269994863,21.05,61.0,3.35,484.0,11.0,1.0
2756,22.51124823004903,21.0,60.0,3.6,517.0,11.0,5.0
2757,22.60485508062922,19.75,68.5,3.2,550.0,11.0,6.0
2758,23.81691215994402,18.5,77.0,2.8,583.0,11.0,1.0
2759,24.65126644959219,17.25,85.5,2.4,530.25,11.0,2.0
2760,24.95219687930367,16.0,94.0,2.0,477.5,11.0,6.0
2761,23.97609267375841,15.5,94.0,2.4,424.75,5.5,5.0
2762,24.32323230446584,15.0,94.0,2.8,372.0,5.5,9.0
2763,21.34914713325445,14.5,94.0,3.2,298.25,5.5,0.0
2764,22.48538923525455,14.0,94.0,3.6,224.5,5.5,2.0
2765,22.79347911318124,14.0,94.0,3.2,150.75,1.1,1.0
2766,22.80175053271499,14.0,94.0,2.8,77.0,1.1,4.0
2767,22.67386756620951,14.0,94.0,2.4,57.75,1.1,5.0
2768,22.52208453611104,14.0,94.0,2.0,0.0,1.1,6.0
2769,22.10671810830495,13.75,95.5,1.875,0.0,1.1,4.0
2770,21.85888300799916,13.5,97.0,1.75,0.0,1.1,1.0
2771,21.55280707601409,13.25,98.5,1.625,0.0,1.1,6.0
2772,21.34434978760484,13.0,100.0,1.5,0.0,1.1,5.0
2773,21.07547645482039,13.0,98.5,1.125,0.0,0.0,2.0
2774,20.82505122504889,13.0,97.0,0.75,0.0,0.0,7.0
2775,21.99012203251752,13.0,95.5,0.375,0.0,0.0,2.0
2776,21.2318672064532,13.0,94.0,0.0,0.0,0.0,5.0
2777,20.78439282565315,13.0,95.5,0.375,0.0,0.0,2.0
2778,20.49431603327894,13.0,97.0,0.75,0.0,0.0,7.0
2779,21.95137584279677,13.0,98.5,1.125,0.0,0.0,5.0
2780,21.00556261989424,13.0,100.0,1.5,0.0,0.0,4.0
2781,20.51164471523697,13.0,100.0,1.125,0.0,0.0,9.0
2782,20.9850030648833,13.0,100.0,0.75,0.0,0.0,2.0
2783,20.41341371222003,13.0,100.0,0.375,0.0,0.0,5.0
2784,20.01345268963316,13.0,100.0,0.0,0.0,0.0,4.0
2785,19.77013250967021,13.0,100.0,0.375,0.0,0.0,1.0
2786,19.60638432040196,13.0,100.0,0.75,0.0,0.0,8.0
2787,21.77454159496609,13.0,100.0,1.125,0.0,0.0,9.0
2788,21.01465594886702,13.0,100.0,1.5,0.0,0.0,9.0
2789,21.00002638246451,13.0,100.0,1.5,0.0,0.0,6.0
2790,21.00000855343933,13.0,100.0,1.5,0.0,0.0,9.0
2791,21.00000622976662,13.0,100.0,1.5,0.0,0.0,2.0
2792,20.28906801423357,13.0,100.0,1.5,0.0,0.0,5.0
2793,20.03034020661886,13.0,98.5,1.625,0.0,0.0,1.0
2794,19.7442346480866,13.0,97.0,1.75,0.0,0.0,4.0
2795,19.47484285214884,13.0,95.5,1.875,0.0,0.0,7.0
2796,21.7373608396791,13.0,94.0,2.0,0.0,0.0,4.0
2797,20.42532020758055,12.975,94.75,1.875,0.0,0.0,3.0
2798,19.85889561239164,12.95,95.5,1.75,0.0,0.0,6.0
2799,20.98413357559604,12.925,96.25,1.625,0.0,0.0,8.0
2800,21.98561868734657,12.9,97.0,1.5,0.0,0.0,4.0
2801,20.67176647651014,12.925,97.75,1.125,0.0,0.0,6.0
2802,20.91926283815549,12.95,98.5,0.75,0.0,0.0,7.0
2803,21.98502979569009,12.975,99.25,0.375,0.0,0.0,7.0
2804,21.99931109530762,13.0,100.0,0.0,16.0,0.0,6.0
2805,21.12556174887377,13.0,100.0,0.375,24.0,0.0,8.0
2806,21.97963317002802,13.0,100.0,0.75,32.0,0.0,4.0
2807,20.92766354728613,13.0,100.0,1.125,77.75,0.0,6.0
2808,20.95658113453121,13.0,100.0,1.5,123.5,0.0,2.0
2809,20.50178216921142,13.0,100.0,1.125,169.25,0.0,8.0
2810,21.95011509460094,13.0,100.0,0.75,215.0,0.0,0.0
2811,21.01824134336659,13.0,100.0,0.375,200.75,0.0,4.0
2812,20.61488656230458,13.0,100.0,0.0,186.5,0.0,1.0
2813,20.34190576741259,13.0,100.0,0.0,172.25,0.0,4.0
2814,20.20443646530379,13.0,100.0,0.0,158.0,0.0,4.0
2815,20.17405604896507,13.0,100.0,0.0,244.75,0.0,5.0
2816,20.22212356630384,13.0,100.0,0.0,331.5,0.0,7.0
2817,22.05561829731557,13.25,98.5,0.625,418.25,11.0,4.0
2818,21.99906530273294,13.5,97.0,1.25,505.0,11.0,8.0
2819,21.99971814138866,13.75,95.5,1.875,451.25,11.0,8.0
2820,21.99959266335705,14.0,94.0,2.5,397.5,11.0,1.0
2821,22.89060850730736,14.25,94.0,1.875,343.75,11.0,8.0
2822,22.01993444956641,14.5,94.0,1.25,290.0,11.0,7.0
2823,22.90220111201015,14.75,94.0,0.625,270.25,11.0,3.0
2824,23.60705351036577,15.0,94.0,0.0,250.5,11.0,6.0
2825,23.91914277506069,15.75,89.75,0.0,230.75,11.0,7.0
2826,23.03907840113406,16.5,85.5,0.0,211.0,11.0,3.0
2827,24.29105072808804,17.25,81.25,0.0,305.5,11.0,5.0
2828,24.84176140442994,18.0,77.0,0.0,400.0,11.0,2.0
2829,25.54652656512443,18.5,73.75,0.0,494.5,8.8,7.0
2830,23.1815805571738,19.0,70.5,0.0,589.0,8.8,7.0
2831,22.63121465686564,19.5,67.25,0.0,568.75,8.8,3.0
2832,23.16075953722132,20.0,64.0,0.0,548.5,8.8,6.0
2833,23.50484732262243,20.25,63.0,0.0,528.25,4.4,8.0
2834,22.10911576130614,20.5,62.0,0.0,508.0,4.4,3.0
2835,23.08477013822568,20.75,61.0,0.0,544.75,4.4,8.0
2836,22.06096961433349,21.0,60.0,0.0,581.5,4.4,0.0
2837,22.87465051054943,21.0,59.0,0.9,618.25,8.8,7.0
2838,22.75469550082291,21.0,58.0,1.8,655.0,8.8,1.0
2839,23.09013797920622,21.0,57.0,2.7,656.75,8.8,2.0
2840,23.31663475196053,21.0,56.0,3.6,658.5,8.8,8.0
2841,22.10900353511132,21.5,54.5,3.2,660.25,11.0,1.0
2842,22.95449811499687,22.0,53.0,2.8,662.0,11.0,7.0
2843,22.56726012237266,22.5,51.5,2.4,621.25,11.0,4.0
2844,23.09206259543089,23.0,50.0,2.0,580.5,11.0,6.0
2845,23.33471165076731,23.0,49.25,1.875,539.75,11.0,8.0
2846,22.10907448529861,23.0,48.5,1.75,499.0,11.0,6.0
2847,22.92286512728702,23.0,47.75,1.625,561.0,11.0,2.0
2848,23.21408738284653,23.0,47.0,1.5,623.0,11.0,3.0
2849,23.22813844753308,23.0,47.75,1.625,685.0,11.0,3.0
2850,23.27237117944856,23.0,48.5,1.75,747.0,11.0,3.0
2851,23.27240833846741,23.0,49.25,1.875,656.75,11.0,5.0
2852,23.25002969639113,23.0,50.0,2.0,566.5,11.0,3.0
2853,23.18154095516433,22.75,50.75,2.0,476.25,11.0,8.0
2854,22.07396281520074,22.5,51.5,2.0,386.0,11.0,2.0
2855,22.62914518821036,22.25,52.25,2.0,337.5,11.0,0.0
2856,22.68894250805482,22.0,53.0,2.0,289.0,11.0,3.0
2857,22.3008995671284,21.75,53.75,2.775,240.5,5.5,4.0
2858,22.03094068680499,21.5,54.5,3.55,192.0,5.5,5.0
2859,21.82431824312368,21.25,55.25,4.324999999999999,162.5,5.5,0.0
2860,21.58810392127273,21.0,56.0,5.1,133.0,5.5,4.0
2861,21.1837411650553,20.75,57.0,4.449999999999999,103.5,1.1,6.0
2862,21.0255745292292,20.5,58.0,3.8,74.0,1.1,8.0
2863,21.92536356232853,20.25,59.0,3.15,55.5,1.1,6.0
2864,21.14886543273021,20.0,60.0,2.5,0.0,1.1,1.0
2865,20.50467956682582,19.75,61.0,2.375,0.0,1.1,2.0
2866,20.19199934019121,19.5,62.0,2.25,0.0,1.1,7.0
2867,21.83633244276339,19.25,63.0,2.125,0.0,1.1,6.0
2868,21.50591131498443,19.0,64.0,2.0,0.0,1.1,4.0
2869,21.19714918483357,18.9,64.0,1.925,0.0,0.0,5.0
2870,21.03425614530278,18.8,64.0,1.85,0.0,0.0,2.0
2871,20.95571730802981,18.7,64.0,1.775,0.0,0.0,2.0
2872,20.88749949926375,18.6,64.0,1.7,0.0,0.0,3.0
2873,20.81426093256239,18.475,66.25,1.625,0.0,0.0,2.0
2874,20.74156602214721,18.35,68.5,1.55,0.0,0.0,7.0
